#    L    TT             EE             BB             TE          
   785   0.196665E+04   0.226831E+02   0.600995E-01   0.560717E+02
   786   0.195278E+04   0.230204E+02   0.600886E-01   0.567585E+02
   787   0.193888E+04   0.233597E+02   0.600766E-01   0.574051E+02
   788   0.192494E+04   0.237008E+02   0.600635E-01   0.580131E+02
   789   0.191096E+04   0.240437E+02   0.600494E-01   0.585800E+02
   790   0.189696E+04   0.243880E+02   0.600342E-01   0.591066E+02
   791   0.188295E+04   0.247337E+02   0.600180E-01   0.595900E+02
   792   0.186892E+04   0.250807E+02   0.600008E-01   0.600306E+02
   793   0.185489E+04   0.254287E+02   0.599827E-01   0.604271E+02
   794   0.184086E+04   0.257776E+02   0.599636E-01   0.607785E+02
   795   0.182684E+04   0.261273E+02   0.599435E-01   0.610834E+02
   796   0.181284E+04   0.264775E+02   0.599226E-01   0.613425E+02
   797   0.179888E+04   0.268280E+02   0.599007E-01   0.615541E+02
   798   0.178494E+04   0.271784E+02   0.598780E-01   0.617182E+02
   799   0.177105E+04   0.275287E+02   0.598545E-01   0.618340E+02
   800   0.175721E+04   0.278786E+02   0.598301E-01   0.619021E+02
   801   0.174343E+04   0.282277E+02   0.598050E-01   0.619206E+02
   802   0.172972E+04   0.285760E+02   0.597791E-01   0.618913E+02
   803   0.171607E+04   0.289234E+02   0.597524E-01   0.618151E+02
   804   0.170248E+04   0.292697E+02   0.597251E-01   0.616918E+02
   805   0.168896E+04   0.296150E+02   0.596970E-01   0.615236E+02
   806   0.167548E+04   0.299592E+02   0.596683E-01   0.613099E+02
   807   0.166206E+04   0.303021E+02   0.596390E-01   0.610534E+02
   808   0.164870E+04   0.306438E+02   0.596090E-01   0.607528E+02
   809   0.163540E+04   0.309840E+02   0.595785E-01   0.604102E+02
   810   0.162215E+04   0.313227E+02   0.595474E-01   0.600262E+02
   811   0.160897E+04   0.316598E+02   0.595158E-01   0.596008E+02
   812   0.159586E+04   0.319950E+02   0.594837E-01   0.591347E+02
   813   0.158283E+04   0.323282E+02   0.594512E-01   0.586284E+02
   814   0.156989E+04   0.326592E+02   0.594181E-01   0.580824E+02
   815   0.155704E+04   0.329879E+02   0.593847E-01   0.574973E+02
   816   0.154429E+04   0.333142E+02   0.593509E-01   0.568736E+02
   817   0.153164E+04   0.336379E+02   0.593167E-01   0.562123E+02
   818   0.151909E+04   0.339588E+02   0.592822E-01   0.555145E+02
   819   0.150663E+04   0.342769E+02   0.592474E-01   0.547814E+02
   820   0.149426E+04   0.345921E+02   0.592123E-01   0.540138E+02
   821   0.148198E+04   0.349041E+02   0.591769E-01   0.532128E+02
   822   0.146979E+04   0.352129E+02   0.591413E-01   0.523796E+02
   823   0.145769E+04   0.355184E+02   0.591055E-01   0.515151E+02
   824   0.144568E+04   0.358203E+02   0.590695E-01   0.506196E+02
   825   0.143378E+04   0.361184E+02   0.590334E-01   0.496935E+02
   826   0.142198E+04   0.364128E+02   0.589972E-01   0.487369E+02
   827   0.141031E+04   0.367030E+02   0.589609E-01   0.477502E+02
   828   0.139877E+04   0.369890E+02   0.589244E-01   0.467336E+02
   829   0.138736E+04   0.372706E+02   0.588880E-01   0.456873E+02
   830   0.137611E+04   0.375477E+02   0.588515E-01   0.446118E+02
   831   0.136500E+04   0.378199E+02   0.588150E-01   0.435081E+02
   832   0.135403E+04   0.380872E+02   0.587786E-01   0.423771E+02
   833   0.134321E+04   0.383494E+02   0.587422E-01   0.412200E+02
   834   0.133254E+04   0.386063E+02   0.587058E-01   0.400378E+02
   835   0.132200E+04   0.388578E+02   0.586696E-01   0.388316E+02
   836   0.131161E+04   0.391038E+02   0.586335E-01   0.376025E+02
   837   0.130135E+04   0.393439E+02   0.585975E-01   0.363513E+02
   838   0.129126E+04   0.395781E+02   0.585617E-01   0.350787E+02
   839   0.128131E+04   0.398060E+02   0.585261E-01   0.337850E+02
   840   0.127154E+04   0.400275E+02   0.584907E-01   0.324708E+02
   841   0.126195E+04   0.402423E+02   0.584556E-01   0.311363E+02
   842   0.125254E+04   0.404502E+02   0.584207E-01   0.297821E+02
   843   0.124332E+04   0.406509E+02   0.583861E-01   0.284085E+02
   844   0.123431E+04   0.408442E+02   0.583517E-01   0.270161E+02
   845   0.122550E+04   0.410298E+02   0.583177E-01   0.256055E+02
   846   0.121690E+04   0.412077E+02   0.582841E-01   0.241777E+02
   847   0.120851E+04   0.413777E+02   0.582508E-01   0.227334E+02
   848   0.120032E+04   0.415396E+02   0.582179E-01   0.212735E+02
   849   0.119235E+04   0.416931E+02   0.581853E-01   0.197989E+02
   850   0.118458E+04   0.418381E+02   0.581533E-01   0.183104E+02
   851   0.117703E+04   0.419746E+02   0.581216E-01   0.168088E+02
   852   0.116969E+04   0.421024E+02   0.580904E-01   0.152949E+02
   853   0.116257E+04   0.422216E+02   0.580597E-01   0.137694E+02
   854   0.115565E+04   0.423323E+02   0.580295E-01   0.122332E+02
   855   0.114896E+04   0.424345E+02   0.579998E-01   0.106870E+02
   856   0.114247E+04   0.425283E+02   0.579706E-01   0.913164E+01
   857   0.113620E+04   0.426136E+02   0.579420E-01   0.756783E+01
   858   0.113015E+04   0.426906E+02   0.579140E-01   0.599629E+01
   859   0.112432E+04   0.427593E+02   0.578865E-01   0.441747E+01
   860   0.111868E+04   0.428199E+02   0.578597E-01   0.283184E+01
   861   0.111326E+04   0.428725E+02   0.578335E-01   0.123978E+01
   862   0.110804E+04   0.429172E+02   0.578079E-01  -0.358313E+00
   863   0.110302E+04   0.429543E+02   0.577829E-01  -0.196199E+01
   864   0.109819E+04   0.429837E+02   0.577587E-01  -0.357093E+01
   865   0.109355E+04   0.430056E+02   0.577351E-01  -0.518452E+01
   866   0.108912E+04   0.430201E+02   0.577122E-01  -0.680187E+01
   867   0.108485E+04   0.430272E+02   0.576900E-01  -0.842169E+01
   868   0.108078E+04   0.430269E+02   0.576685E-01  -0.100431E+02
   869   0.107688E+04   0.430193E+02   0.576478E-01  -0.116648E+02
   870   0.107316E+04   0.430045E+02   0.576278E-01  -0.132858E+02
   871   0.106960E+04   0.429825E+02   0.576086E-01  -0.149049E+02
   872   0.106623E+04   0.429532E+02   0.575901E-01  -0.165211E+02
   873   0.106302E+04   0.429168E+02   0.575725E-01  -0.181336E+02
   874   0.105998E+04   0.428733E+02   0.575556E-01  -0.197417E+02
   875   0.105710E+04   0.428227E+02   0.575395E-01  -0.213448E+02
   876   0.105440E+04   0.427651E+02   0.575242E-01  -0.229419E+02
   877   0.105187E+04   0.427003E+02   0.575098E-01  -0.245326E+02
   878   0.104952E+04   0.426286E+02   0.574961E-01  -0.261160E+02
   879   0.104733E+04   0.425498E+02   0.574833E-01  -0.276915E+02
   880   0.104531E+04   0.424641E+02   0.574714E-01  -0.292582E+02
   881   0.104346E+04   0.423715E+02   0.574603E-01  -0.308154E+02
   882   0.104177E+04   0.422721E+02   0.574500E-01  -0.323623E+02
   883   0.104025E+04   0.421658E+02   0.574406E-01  -0.338981E+02
   884   0.103887E+04   0.420529E+02   0.574320E-01  -0.354220E+02
   885   0.103765E+04   0.419333E+02   0.574243E-01  -0.369332E+02
   886   0.103659E+04   0.418070E+02   0.574175E-01  -0.384309E+02
   887   0.103567E+04   0.416742E+02   0.574115E-01  -0.399140E+02
   888   0.103490E+04   0.415348E+02   0.574064E-01  -0.413812E+02
   889   0.103427E+04   0.413888E+02   0.574022E-01  -0.428312E+02
   890   0.103380E+04   0.412363E+02   0.573988E-01  -0.442630E+02
   891   0.103346E+04   0.410772E+02   0.573963E-01  -0.456751E+02
   892   0.103327E+04   0.409116E+02   0.573946E-01  -0.470664E+02
   893   0.103321E+04   0.407395E+02   0.573938E-01  -0.484358E+02
   894   0.103331E+04   0.405608E+02   0.573939E-01  -0.497819E+02
   895   0.103353E+04   0.403757E+02   0.573948E-01  -0.511039E+02
   896   0.103391E+04   0.401839E+02   0.573966E-01  -0.524003E+02
   897   0.103441E+04   0.399856E+02   0.573992E-01  -0.536702E+02
   898   0.103505E+04   0.397808E+02   0.574027E-01  -0.549124E+02
   899   0.103583E+04   0.395693E+02   0.574069E-01  -0.561256E+02
   900   0.103674E+04   0.393512E+02   0.574121E-01  -0.573089E+02
   901   0.103779E+04   0.391266E+02   0.574180E-01  -0.584613E+02
   902   0.103897E+04   0.388955E+02   0.574247E-01  -0.595828E+02
   903   0.104028E+04   0.386583E+02   0.574323E-01  -0.606738E+02
   904   0.104171E+04   0.384150E+02   0.574406E-01  -0.617346E+02
   905   0.104327E+04   0.381659E+02   0.574497E-01  -0.627656E+02
   906   0.104494E+04   0.379112E+02   0.574596E-01  -0.637670E+02
   907   0.104674E+04   0.376510E+02   0.574703E-01  -0.647393E+02
   908   0.104864E+04   0.373855E+02   0.574817E-01  -0.656825E+02
   909   0.105066E+04   0.371150E+02   0.574938E-01  -0.665969E+02
   910   0.105278E+04   0.368396E+02   0.575067E-01  -0.674826E+02
   911   0.105500E+04   0.365595E+02   0.575203E-01  -0.683397E+02
   912   0.105732E+04   0.362749E+02   0.575346E-01  -0.691684E+02
   913   0.105975E+04   0.359861E+02   0.575496E-01  -0.699689E+02
   914   0.106226E+04   0.356931E+02   0.575653E-01  -0.707412E+02
   915   0.106485E+04   0.353962E+02   0.575816E-01  -0.714856E+02
   916   0.106753E+04   0.350957E+02   0.575986E-01  -0.722020E+02
   917   0.107029E+04   0.347915E+02   0.576163E-01  -0.728907E+02
   918   0.107312E+04   0.344839E+02   0.576345E-01  -0.735515E+02
   919   0.107602E+04   0.341731E+02   0.576534E-01  -0.741847E+02
   920   0.107900E+04   0.338592E+02   0.576729E-01  -0.747904E+02
   921   0.108203E+04   0.335425E+02   0.576929E-01  -0.753685E+02
   922   0.108512E+04   0.332230E+02   0.577135E-01  -0.759190E+02
   923   0.108827E+04   0.329011E+02   0.577346E-01  -0.764418E+02
   924   0.109147E+04   0.325768E+02   0.577563E-01  -0.769366E+02
   925   0.109472E+04   0.322504E+02   0.577785E-01  -0.774035E+02
   926   0.109802E+04   0.319221E+02   0.578011E-01  -0.778422E+02
   927   0.110136E+04   0.315920E+02   0.578243E-01  -0.782527E+02
   928   0.110474E+04   0.312604E+02   0.578479E-01  -0.786347E+02
   929   0.110816E+04   0.309274E+02   0.578720E-01  -0.789882E+02
   930   0.111160E+04   0.305931E+02   0.578964E-01  -0.793131E+02
   931   0.111507E+04   0.302578E+02   0.579213E-01  -0.796094E+02
   932   0.111857E+04   0.299217E+02   0.579466E-01  -0.798770E+02
   933   0.112208E+04   0.295850E+02   0.579722E-01  -0.801156E+02
   934   0.112561E+04   0.292476E+02   0.579982E-01  -0.803255E+02
   935   0.112915E+04   0.289100E+02   0.580245E-01  -0.805063E+02
   936   0.113269E+04   0.285722E+02   0.580512E-01  -0.806580E+02
   937   0.113623E+04   0.282345E+02   0.580781E-01  -0.807803E+02
   938   0.113977E+04   0.278970E+02   0.581053E-01  -0.808731E+02
   939   0.114331E+04   0.275600E+02   0.581327E-01  -0.809361E+02
   940   0.114682E+04   0.272235E+02   0.581604E-01  -0.809691E+02
   941   0.115033E+04   0.268879E+02   0.581883E-01  -0.809721E+02
   942   0.115381E+04   0.265533E+02   0.582164E-01  -0.809447E+02
   943   0.115726E+04   0.262199E+02   0.582446E-01  -0.808866E+02
   944   0.116068E+04   0.258879E+02   0.582730E-01  -0.807976E+02
   945   0.116407E+04   0.255575E+02   0.583016E-01  -0.806774E+02
   946   0.116742E+04   0.252290E+02   0.583302E-01  -0.805257E+02
   947   0.117073E+04   0.249024E+02   0.583590E-01  -0.803421E+02
   948   0.117398E+04   0.245781E+02   0.583877E-01  -0.801264E+02
   949   0.117718E+04   0.242563E+02   0.584166E-01  -0.798783E+02
   950   0.118032E+04   0.239372E+02   0.584455E-01  -0.795974E+02
   951   0.118340E+04   0.236208E+02   0.584743E-01  -0.792836E+02
   952   0.118641E+04   0.233074E+02   0.585032E-01  -0.789376E+02
   953   0.118936E+04   0.229969E+02   0.585320E-01  -0.785603E+02
   954   0.119224E+04   0.226893E+02   0.585607E-01  -0.781523E+02
   955   0.119506E+04   0.223848E+02   0.585894E-01  -0.777146E+02
   956   0.119781E+04   0.220833E+02   0.586179E-01  -0.772478E+02
   957   0.120050E+04   0.217848E+02   0.586463E-01  -0.767529E+02
   958   0.120312E+04   0.214896E+02   0.586746E-01  -0.762303E+02
   959   0.120567E+04   0.211976E+02   0.587027E-01  -0.756808E+02
   960   0.120817E+04   0.209091E+02   0.587306E-01  -0.751049E+02
   961   0.121059E+04   0.206238E+02   0.587583E-01  -0.745034E+02
   962   0.121296E+04   0.203421E+02   0.587857E-01  -0.738768E+02
   963   0.121526E+04   0.200640E+02   0.588129E-01  -0.732258E+02
   964   0.121749E+04   0.197895E+02   0.588398E-01  -0.725513E+02
   965   0.121965E+04   0.195188E+02   0.588664E-01  -0.718538E+02
   966   0.122175E+04   0.192518E+02   0.588927E-01  -0.711342E+02
   967   0.122377E+04   0.189886E+02   0.589187E-01  -0.703931E+02
   968   0.122573E+04   0.187294E+02   0.589442E-01  -0.696312E+02
   969   0.122762E+04   0.184741E+02   0.589694E-01  -0.688493E+02
   970   0.122944E+04   0.182228E+02   0.589942E-01  -0.680482E+02
   971   0.123117E+04   0.179757E+02   0.590186E-01  -0.672284E+02
   972   0.123284E+04   0.177327E+02   0.590425E-01  -0.663906E+02
   973   0.123443E+04   0.174941E+02   0.590659E-01  -0.655355E+02
   974   0.123595E+04   0.172599E+02   0.590889E-01  -0.646638E+02
   975   0.123738E+04   0.170302E+02   0.591113E-01  -0.637759E+02
   976   0.123874E+04   0.168051E+02   0.591333E-01  -0.628728E+02
   977   0.124001E+04   0.165847E+02   0.591546E-01  -0.619549E+02
   978   0.124121E+04   0.163692E+02   0.591755E-01  -0.610230E+02
   979   0.124232E+04   0.161586E+02   0.591957E-01  -0.600776E+02
   980   0.124334E+04   0.159530E+02   0.592154E-01  -0.591196E+02
   981   0.124428E+04   0.157527E+02   0.592344E-01  -0.581496E+02
   982   0.124513E+04   0.155576E+02   0.592528E-01  -0.571683E+02
   983   0.124588E+04   0.153680E+02   0.592706E-01  -0.561763E+02
   984   0.124654E+04   0.151839E+02   0.592877E-01  -0.551743E+02
   985   0.124711E+04   0.150055E+02   0.593041E-01  -0.541631E+02
   986   0.124758E+04   0.148328E+02   0.593199E-01  -0.531434E+02
   987   0.124795E+04   0.146661E+02   0.593349E-01  -0.521159E+02
   988   0.124822E+04   0.145053E+02   0.593492E-01  -0.510814E+02
   989   0.124839E+04   0.143506E+02   0.593628E-01  -0.500406E+02
   990   0.124845E+04   0.142021E+02   0.593756E-01  -0.489942E+02
   991   0.124840E+04   0.140599E+02   0.593877E-01  -0.479430E+02
   992   0.124825E+04   0.139243E+02   0.593989E-01  -0.468875E+02
   993   0.124797E+04   0.137952E+02   0.594094E-01  -0.458285E+02
   994   0.124760E+04   0.136729E+02   0.594191E-01  -0.447665E+02
   995   0.124709E+04   0.135576E+02   0.594280E-01  -0.437021E+02
   996   0.124647E+04   0.134494E+02   0.594361E-01  -0.426360E+02
   997   0.124573E+04   0.133484E+02   0.594433E-01  -0.415688E+02
   998   0.124487E+04   0.132548E+02   0.594497E-01  -0.405011E+02
   999   0.124387E+04   0.131687E+02   0.594552E-01  -0.394333E+02
  1000   0.124275E+04   0.130904E+02   0.594599E-01  -0.383662E+02
  1001   0.124149E+04   0.130198E+02   0.594636E-01  -0.373001E+02
  1002   0.124011E+04   0.129569E+02   0.594666E-01  -0.362354E+02
  1003   0.123859E+04   0.129014E+02   0.594686E-01  -0.351721E+02
  1004   0.123695E+04   0.128532E+02   0.594697E-01  -0.341104E+02
  1005   0.123517E+04   0.128122E+02   0.594699E-01  -0.330507E+02
  1006   0.123328E+04   0.127782E+02   0.594693E-01  -0.319933E+02
  1007   0.123127E+04   0.127513E+02   0.594677E-01  -0.309389E+02
  1008   0.122914E+04   0.127315E+02   0.594651E-01  -0.298880E+02
  1009   0.122690E+04   0.127186E+02   0.594617E-01  -0.288412E+02
  1010   0.122454E+04   0.127128E+02   0.594573E-01  -0.277991E+02
  1011   0.122208E+04   0.127139E+02   0.594520E-01  -0.267621E+02
  1012   0.121951E+04   0.127219E+02   0.594457E-01  -0.257310E+02
  1013   0.121683E+04   0.127367E+02   0.594385E-01  -0.247062E+02
  1014   0.121406E+04   0.127579E+02   0.594304E-01  -0.236879E+02
  1015   0.121119E+04   0.127853E+02   0.594213E-01  -0.226768E+02
  1016   0.120822E+04   0.128189E+02   0.594112E-01  -0.216732E+02
  1017   0.120518E+04   0.128581E+02   0.594002E-01  -0.206776E+02
  1018   0.120204E+04   0.129029E+02   0.593883E-01  -0.196904E+02
  1019   0.119881E+04   0.129531E+02   0.593753E-01  -0.187121E+02
  1020   0.119551E+04   0.130085E+02   0.593615E-01  -0.177427E+02
  1021   0.119212E+04   0.130693E+02   0.593466E-01  -0.167825E+02
  1022   0.118866E+04   0.131353E+02   0.593308E-01  -0.158318E+02
  1023   0.118510E+04   0.132066E+02   0.593141E-01  -0.148905E+02
  1024   0.118148E+04   0.132831E+02   0.592964E-01  -0.139591E+02
  1025   0.117776E+04   0.133650E+02   0.592777E-01  -0.130376E+02
  1026   0.117398E+04   0.134521E+02   0.592581E-01  -0.121263E+02
  1027   0.117012E+04   0.135442E+02   0.592376E-01  -0.112262E+02
  1028   0.116618E+04   0.136414E+02   0.592161E-01  -0.103381E+02
  1029   0.116218E+04   0.137436E+02   0.591937E-01  -0.946291E+01
  1030   0.115811E+04   0.138505E+02   0.591703E-01  -0.860170E+01
  1031   0.115398E+04   0.139621E+02   0.591460E-01  -0.775548E+01
  1032   0.114978E+04   0.140783E+02   0.591207E-01  -0.692509E+01
  1033   0.114553E+04   0.141990E+02   0.590946E-01  -0.611151E+01
  1034   0.114123E+04   0.143241E+02   0.590675E-01  -0.531503E+01
  1035   0.113687E+04   0.144537E+02   0.590395E-01  -0.453590E+01
  1036   0.113246E+04   0.145876E+02   0.590106E-01  -0.377442E+01
  1037   0.112798E+04   0.147258E+02   0.589809E-01  -0.303084E+01
  1038   0.112346E+04   0.148683E+02   0.589502E-01  -0.230546E+01
  1039   0.111889E+04   0.150152E+02   0.589186E-01  -0.159860E+01
  1040   0.111425E+04   0.151662E+02   0.588862E-01  -0.910502E+00
  1041   0.110957E+04   0.153214E+02   0.588529E-01  -0.241993E+00
  1042   0.110484E+04   0.154805E+02   0.588188E-01   0.406086E+00
  1043   0.110006E+04   0.156435E+02   0.587838E-01   0.103312E+01
  1044   0.109524E+04   0.158101E+02   0.587480E-01   0.163761E+01
  1045   0.109038E+04   0.159803E+02   0.587114E-01   0.221938E+01
  1046   0.108547E+04   0.161539E+02   0.586739E-01   0.277677E+01
  1047   0.108053E+04   0.163308E+02   0.586357E-01   0.330962E+01
  1048   0.107555E+04   0.165109E+02   0.585966E-01   0.381699E+01
  1049   0.107053E+04   0.166945E+02   0.585568E-01   0.429874E+01
  1050   0.106548E+04   0.168815E+02   0.585162E-01   0.475243E+01
  1051   0.106040E+04   0.170719E+02   0.584749E-01   0.517812E+01
  1052   0.105528E+04   0.172655E+02   0.584328E-01   0.557670E+01
  1053   0.105014E+04   0.174625E+02   0.583900E-01   0.594853E+01
  1054   0.104497E+04   0.176628E+02   0.583465E-01   0.629396E+01
  1055   0.103977E+04   0.178661E+02   0.583023E-01   0.661262E+01
  1056   0.103455E+04   0.180722E+02   0.582575E-01   0.690561E+01
  1057   0.102930E+04   0.182811E+02   0.582119E-01   0.717402E+01
  1058   0.102403E+04   0.184925E+02   0.581657E-01   0.741673E+01
  1059   0.101875E+04   0.187063E+02   0.581189E-01   0.763557E+01
  1060   0.101345E+04   0.189223E+02   0.580714E-01   0.783090E+01
  1061   0.100814E+04   0.191403E+02   0.580233E-01   0.800160E+01
  1062   0.100282E+04   0.193602E+02   0.579747E-01   0.815022E+01
  1063   0.997493E+03   0.195817E+02   0.579255E-01   0.827491E+01
  1064   0.992158E+03   0.198049E+02   0.578757E-01   0.837748E+01
  1065   0.986814E+03   0.200294E+02   0.578253E-01   0.845830E+01
  1066   0.981473E+03   0.202551E+02   0.577745E-01   0.851621E+01
  1067   0.976125E+03   0.204819E+02   0.577231E-01   0.855304E+01
  1068   0.970789E+03   0.207097E+02   0.576712E-01   0.856841E+01
  1069   0.965447E+03   0.209383E+02   0.576189E-01   0.856265E+01
  1070   0.960120E+03   0.211675E+02   0.575661E-01   0.853609E+01
  1071   0.954797E+03   0.213971E+02   0.575129E-01   0.848909E+01
  1072   0.949489E+03   0.216272E+02   0.574592E-01   0.842123E+01
  1073   0.944187E+03   0.218575E+02   0.574052E-01   0.833360E+01
  1074   0.938903E+03   0.220879E+02   0.573507E-01   0.822578E+01
  1075   0.933634E+03   0.223183E+02   0.572959E-01   0.809811E+01
  1076   0.928392E+03   0.225485E+02   0.572407E-01   0.795166E+01
  1077   0.923167E+03   0.227782E+02   0.571852E-01   0.778529E+01
  1078   0.917971E+03   0.230075E+02   0.571294E-01   0.759932E+01
  1079   0.912793E+03   0.232362E+02   0.570733E-01   0.739481E+01
  1080   0.907654E+03   0.234641E+02   0.570169E-01   0.717063E+01
  1081   0.902542E+03   0.236911E+02   0.569602E-01   0.692856E+01
  1082   0.897463E+03   0.239169E+02   0.569033E-01   0.666747E+01
  1083   0.892422E+03   0.241415E+02   0.568461E-01   0.638765E+01
  1084   0.887422E+03   0.243646E+02   0.567888E-01   0.608945E+01
  1085   0.882461E+03   0.245863E+02   0.567312E-01   0.577244E+01
  1086   0.877544E+03   0.248061E+02   0.566735E-01   0.543842E+01
  1087   0.872676E+03   0.250240E+02   0.566156E-01   0.508548E+01
  1088   0.867853E+03   0.252399E+02   0.565576E-01   0.471468E+01
  1089   0.863080E+03   0.254536E+02   0.564995E-01   0.432634E+01
  1090   0.858362E+03   0.256648E+02   0.564413E-01   0.392003E+01
  1091   0.853704E+03   0.258735E+02   0.563830E-01   0.349532E+01
  1092   0.849103E+03   0.260795E+02   0.563246E-01   0.305326E+01
  1093   0.844563E+03   0.262827E+02   0.562662E-01   0.259269E+01
  1094   0.840089E+03   0.264829E+02   0.562077E-01   0.211465E+01
  1095   0.835686E+03   0.266799E+02   0.561493E-01   0.161796E+01
  1096   0.831351E+03   0.268736E+02   0.560908E-01   0.110369E+01
  1097   0.827097E+03   0.270639E+02   0.560324E-01   0.571378E+00
  1098   0.822920E+03   0.272504E+02   0.559740E-01   0.206023E-01
  1099   0.818817E+03   0.274332E+02   0.559156E-01  -0.548336E+00
  1100   0.814809E+03   0.276119E+02   0.558574E-01  -0.113588E+01
  1101   0.810876E+03   0.277864E+02   0.557992E-01  -0.174085E+01
  1102   0.807035E+03   0.279567E+02   0.557412E-01  -0.236384E+01
  1103   0.803272E+03   0.281229E+02   0.556832E-01  -0.300306E+01
  1104   0.799602E+03   0.282850E+02   0.556254E-01  -0.365882E+01
  1105   0.796010E+03   0.284428E+02   0.555678E-01  -0.433024E+01
  1106   0.792496E+03   0.285964E+02   0.555104E-01  -0.501657E+01
  1107   0.789069E+03   0.287459E+02   0.554531E-01  -0.571725E+01
  1108   0.785715E+03   0.288913E+02   0.553961E-01  -0.643169E+01
  1109   0.782447E+03   0.290326E+02   0.553392E-01  -0.715923E+01
  1110   0.779253E+03   0.291697E+02   0.552827E-01  -0.789928E+01
  1111   0.776140E+03   0.293027E+02   0.552263E-01  -0.865128E+01
  1112   0.773100E+03   0.294315E+02   0.551703E-01  -0.941449E+01
  1113   0.770143E+03   0.295563E+02   0.551145E-01  -0.101886E+02
  1114   0.767260E+03   0.296769E+02   0.550591E-01  -0.109727E+02
  1115   0.764453E+03   0.297933E+02   0.550039E-01  -0.117664E+02
  1116   0.761721E+03   0.299056E+02   0.549491E-01  -0.125691E+02
  1117   0.759066E+03   0.300137E+02   0.548946E-01  -0.133801E+02
  1118   0.756487E+03   0.301176E+02   0.548405E-01  -0.141989E+02
  1119   0.753979E+03   0.302173E+02   0.547868E-01  -0.150251E+02
  1120   0.751540E+03   0.303128E+02   0.547334E-01  -0.158577E+02
  1121   0.749180E+03   0.304040E+02   0.546804E-01  -0.166965E+02
  1122   0.746891E+03   0.304909E+02   0.546279E-01  -0.175407E+02
  1123   0.744674E+03   0.305734E+02   0.545757E-01  -0.183899E+02
  1124   0.742537E+03   0.306517E+02   0.545240E-01  -0.192433E+02
  1125   0.740465E+03   0.307256E+02   0.544728E-01  -0.201004E+02
  1126   0.738460E+03   0.307950E+02   0.544220E-01  -0.209609E+02
  1127   0.736535E+03   0.308600E+02   0.543716E-01  -0.218242E+02
  1128   0.734685E+03   0.309206E+02   0.543218E-01  -0.226897E+02
  1129   0.732903E+03   0.309767E+02   0.542724E-01  -0.235570E+02
  1130   0.731203E+03   0.310281E+02   0.542235E-01  -0.244255E+02
  1131   0.729572E+03   0.310750E+02   0.541752E-01  -0.252948E+02
  1132   0.728018E+03   0.311172E+02   0.541273E-01  -0.261642E+02
  1133   0.726541E+03   0.311548E+02   0.540800E-01  -0.270333E+02
  1134   0.725134E+03   0.311875E+02   0.540331E-01  -0.279014E+02
  1135   0.723806E+03   0.312155E+02   0.539869E-01  -0.287680E+02
  1136   0.722557E+03   0.312385E+02   0.539411E-01  -0.296324E+02
  1137   0.721380E+03   0.312566E+02   0.538960E-01  -0.304943E+02
  1138   0.720282E+03   0.312697E+02   0.538513E-01  -0.313530E+02
  1139   0.719266E+03   0.312777E+02   0.538073E-01  -0.322079E+02
  1140   0.718316E+03   0.312805E+02   0.537638E-01  -0.330585E+02
  1141   0.717455E+03   0.312781E+02   0.537208E-01  -0.339044E+02
  1142   0.716670E+03   0.312704E+02   0.536785E-01  -0.347449E+02
  1143   0.715967E+03   0.312573E+02   0.536367E-01  -0.355795E+02
  1144   0.715341E+03   0.312387E+02   0.535955E-01  -0.364078E+02
  1145   0.714800E+03   0.312146E+02   0.535549E-01  -0.372291E+02
  1146   0.714343E+03   0.311849E+02   0.535149E-01  -0.380429E+02
  1147   0.713972E+03   0.311495E+02   0.534755E-01  -0.388486E+02
  1148   0.713680E+03   0.311082E+02   0.534367E-01  -0.396456E+02
  1149   0.713475E+03   0.310610E+02   0.533985E-01  -0.404335E+02
  1150   0.713357E+03   0.310077E+02   0.533609E-01  -0.412116E+02
  1151   0.713327E+03   0.309485E+02   0.533239E-01  -0.419794E+02
  1152   0.713382E+03   0.308832E+02   0.532875E-01  -0.427367E+02
  1153   0.713526E+03   0.308122E+02   0.532517E-01  -0.434835E+02
  1154   0.713741E+03   0.307355E+02   0.532165E-01  -0.442197E+02
  1155   0.714039E+03   0.306532E+02   0.531819E-01  -0.449450E+02
  1156   0.714408E+03   0.305656E+02   0.531479E-01  -0.456596E+02
  1157   0.714854E+03   0.304728E+02   0.531145E-01  -0.463632E+02
  1158   0.715373E+03   0.303749E+02   0.530817E-01  -0.470557E+02
  1159   0.715961E+03   0.302720E+02   0.530495E-01  -0.477371E+02
  1160   0.716616E+03   0.301643E+02   0.530180E-01  -0.484072E+02
  1161   0.717334E+03   0.300519E+02   0.529870E-01  -0.490658E+02
  1162   0.718119E+03   0.299349E+02   0.529566E-01  -0.497128E+02
  1163   0.718961E+03   0.298135E+02   0.529268E-01  -0.503480E+02
  1164   0.719864E+03   0.296879E+02   0.528975E-01  -0.509712E+02
  1165   0.720825E+03   0.295579E+02   0.528689E-01  -0.515824E+02
  1166   0.721832E+03   0.294240E+02   0.528409E-01  -0.521813E+02
  1167   0.722891E+03   0.292861E+02   0.528134E-01  -0.527677E+02
  1168   0.723998E+03   0.291444E+02   0.527865E-01  -0.533415E+02
  1169   0.725158E+03   0.289989E+02   0.527602E-01  -0.539024E+02
  1170   0.726359E+03   0.288498E+02   0.527344E-01  -0.544503E+02
  1171   0.727606E+03   0.286972E+02   0.527092E-01  -0.549850E+02
