#    L    TT             EE             BB             TE          
  1928   0.139436E+03   0.610671E+01   0.256665E-01  -0.248649E+01
  1929   0.138781E+03   0.612394E+01   0.256316E-01  -0.254217E+01
  1930   0.138134E+03   0.614071E+01   0.255968E-01  -0.259938E+01
  1931   0.137495E+03   0.615700E+01   0.255621E-01  -0.265811E+01
  1932   0.136864E+03   0.617287E+01   0.255274E-01  -0.271834E+01
  1933   0.136242E+03   0.618814E+01   0.254927E-01  -0.278004E+01
  1934   0.135628E+03   0.620289E+01   0.254581E-01  -0.284311E+01
  1935   0.135023E+03   0.621709E+01   0.254236E-01  -0.290754E+01
  1936   0.134426E+03   0.623073E+01   0.253892E-01  -0.297330E+01
  1937   0.133838E+03   0.624388E+01   0.253549E-01  -0.304031E+01
  1938   0.133259E+03   0.625643E+01   0.253206E-01  -0.310860E+01
  1939   0.132688E+03   0.626844E+01   0.252864E-01  -0.317809E+01
  1940   0.132126E+03   0.627983E+01   0.252523E-01  -0.324884E+01
  1941   0.131573E+03   0.629066E+01   0.252183E-01  -0.332073E+01
  1942   0.131029E+03   0.630091E+01   0.251843E-01  -0.339369E+01
  1943   0.130495E+03   0.631055E+01   0.251505E-01  -0.346785E+01
  1944   0.129968E+03   0.631958E+01   0.251167E-01  -0.354302E+01
  1945   0.129451E+03   0.632798E+01   0.250830E-01  -0.361926E+01
  1946   0.128944E+03   0.633573E+01   0.250495E-01  -0.369649E+01
  1947   0.128445E+03   0.634289E+01   0.250160E-01  -0.377476E+01
  1948   0.127955E+03   0.634936E+01   0.249827E-01  -0.385396E+01
  1949   0.127474E+03   0.635521E+01   0.249494E-01  -0.393409E+01
  1950   0.127002E+03   0.636035E+01   0.249163E-01  -0.401520E+01
  1951   0.126540E+03   0.636482E+01   0.248832E-01  -0.409717E+01
  1952   0.126087E+03   0.636861E+01   0.248503E-01  -0.417994E+01
  1953   0.125642E+03   0.637179E+01   0.248175E-01  -0.426349E+01
  1954   0.125207E+03   0.637433E+01   0.247848E-01  -0.434773E+01
  1955   0.124781E+03   0.637615E+01   0.247522E-01  -0.443250E+01
  1956   0.124363E+03   0.637730E+01   0.247198E-01  -0.451786E+01
  1957   0.123954E+03   0.637784E+01   0.246874E-01  -0.460372E+01
  1958   0.123554E+03   0.637776E+01   0.246552E-01  -0.468983E+01
  1959   0.123162E+03   0.637704E+01   0.246231E-01  -0.477635E+01
  1960   0.122779E+03   0.637558E+01   0.245912E-01  -0.486302E+01
  1961   0.122405E+03   0.637352E+01   0.245593E-01  -0.494991E+01
  1962   0.122039E+03   0.637084E+01   0.245276E-01  -0.503685E+01
  1963   0.121681E+03   0.636746E+01   0.244960E-01  -0.512384E+01
  1964   0.121332E+03   0.636341E+01   0.244646E-01  -0.521077E+01
  1965   0.120989E+03   0.635870E+01   0.244333E-01  -0.529756E+01
  1966   0.120656E+03   0.635338E+01   0.244021E-01  -0.538420E+01
  1967   0.120330E+03   0.634735E+01   0.243710E-01  -0.547060E+01
  1968   0.120012E+03   0.634074E+01   0.243400E-01  -0.555673E+01
  1969   0.119702E+03   0.633340E+01   0.243092E-01  -0.564251E+01
  1970   0.119399E+03   0.632551E+01   0.242785E-01  -0.572792E+01
  1971   0.119104E+03   0.631700E+01   0.242479E-01  -0.581281E+01
  1972   0.118817E+03   0.630784E+01   0.242175E-01  -0.589729E+01
  1973   0.118537E+03   0.629801E+01   0.241872E-01  -0.598113E+01
  1974   0.118264E+03   0.628758E+01   0.241570E-01  -0.606432E+01
  1975   0.117999E+03   0.627651E+01   0.241269E-01  -0.614691E+01
  1976   0.117740E+03   0.626488E+01   0.240969E-01  -0.622874E+01
  1977   0.117489E+03   0.625257E+01   0.240671E-01  -0.630978E+01
  1978   0.117244E+03   0.623958E+01   0.240373E-01  -0.639003E+01
  1979   0.117006E+03   0.622611E+01   0.240077E-01  -0.646938E+01
  1980   0.116775E+03   0.621192E+01   0.239782E-01  -0.654782E+01
  1981   0.116550E+03   0.619720E+01   0.239488E-01  -0.662534E+01
  1982   0.116332E+03   0.618187E+01   0.239196E-01  -0.670191E+01
  1983   0.116120E+03   0.616591E+01   0.238904E-01  -0.677752E+01
  1984   0.115915E+03   0.614944E+01   0.238613E-01  -0.685206E+01
  1985   0.115717E+03   0.613237E+01   0.238324E-01  -0.692554E+01
  1986   0.115524E+03   0.611469E+01   0.238036E-01  -0.699791E+01
  1987   0.115338E+03   0.609651E+01   0.237748E-01  -0.706917E+01
  1988   0.115158E+03   0.607776E+01   0.237462E-01  -0.713929E+01
  1989   0.114984E+03   0.605847E+01   0.237177E-01  -0.720818E+01
  1990   0.114816E+03   0.603855E+01   0.236892E-01  -0.727590E+01
  1991   0.114654E+03   0.601814E+01   0.236609E-01  -0.734234E+01
  1992   0.114498E+03   0.599714E+01   0.236327E-01  -0.740749E+01
  1993   0.114346E+03   0.597559E+01   0.236045E-01  -0.747140E+01
  1994   0.114202E+03   0.595357E+01   0.235765E-01  -0.753391E+01
  1995   0.114062E+03   0.593096E+01   0.235485E-01  -0.759513E+01
  1996   0.113928E+03   0.590776E+01   0.235207E-01  -0.765497E+01
  1997   0.113800E+03   0.588408E+01   0.234929E-01  -0.771341E+01
  1998   0.113676E+03   0.585991E+01   0.234653E-01  -0.777049E+01
  1999   0.113558E+03   0.583514E+01   0.234377E-01  -0.782614E+01
  2000   0.113445E+03   0.580985E+01   0.234102E-01  -0.788038E+01
  2001   0.113338E+03   0.578407E+01   0.233829E-01  -0.793313E+01
  2002   0.113235E+03   0.575780E+01   0.233556E-01  -0.798450E+01
  2003   0.113137E+03   0.573103E+01   0.233284E-01  -0.803436E+01
  2004   0.113044E+03   0.570376E+01   0.233013E-01  -0.808268E+01
  2005   0.112955E+03   0.567612E+01   0.232743E-01  -0.812949E+01
  2006   0.112871E+03   0.564796E+01   0.232474E-01  -0.817476E+01
  2007   0.112790E+03   0.561943E+01   0.232205E-01  -0.821850E+01
  2008   0.112713E+03   0.559050E+01   0.231938E-01  -0.826060E+01
  2009   0.112639E+03   0.556118E+01   0.231672E-01  -0.830110E+01
  2010   0.112569E+03   0.553154E+01   0.231406E-01  -0.833996E+01
  2011   0.112502E+03   0.550148E+01   0.231142E-01  -0.837712E+01
  2012   0.112437E+03   0.547108E+01   0.230878E-01  -0.841262E+01
  2013   0.112375E+03   0.544033E+01   0.230616E-01  -0.844641E+01
  2014   0.112316E+03   0.540929E+01   0.230354E-01  -0.847853E+01
  2015   0.112259E+03   0.537796E+01   0.230093E-01  -0.850893E+01
  2016   0.112204E+03   0.534640E+01   0.229834E-01  -0.853763E+01
  2017   0.112151E+03   0.531454E+01   0.229575E-01  -0.856467E+01
  2018   0.112100E+03   0.528242E+01   0.229317E-01  -0.859000E+01
  2019   0.112051E+03   0.525014E+01   0.229060E-01  -0.861364E+01
  2020   0.112003E+03   0.521759E+01   0.228804E-01  -0.863563E+01
  2021   0.111957E+03   0.518492E+01   0.228548E-01  -0.865584E+01
  2022   0.111913E+03   0.515200E+01   0.228294E-01  -0.867437E+01
  2023   0.111870E+03   0.511895E+01   0.228041E-01  -0.869125E+01
  2024   0.111827E+03   0.508575E+01   0.227788E-01  -0.870636E+01
  2025   0.111786E+03   0.505241E+01   0.227536E-01  -0.871971E+01
  2026   0.111745E+03   0.501894E+01   0.227286E-01  -0.873141E+01
  2027   0.111704E+03   0.498535E+01   0.227036E-01  -0.874134E+01
  2028   0.111664E+03   0.495165E+01   0.226786E-01  -0.874951E+01
  2029   0.111624E+03   0.491786E+01   0.226538E-01  -0.875595E+01
  2030   0.111585E+03   0.488399E+01   0.226290E-01  -0.876069E+01
  2031   0.111546E+03   0.485006E+01   0.226043E-01  -0.876367E+01
  2032   0.111506E+03   0.481606E+01   0.225797E-01  -0.876499E+01
  2033   0.111466E+03   0.478203E+01   0.225552E-01  -0.876459E+01
  2034   0.111426E+03   0.474797E+01   0.225307E-01  -0.876250E+01
  2035   0.111386E+03   0.471389E+01   0.225063E-01  -0.875866E+01
  2036   0.111345E+03   0.467980E+01   0.224820E-01  -0.875317E+01
  2037   0.111303E+03   0.464570E+01   0.224577E-01  -0.874590E+01
  2038   0.111261E+03   0.461160E+01   0.224335E-01  -0.873702E+01
  2039   0.111218E+03   0.457752E+01   0.224093E-01  -0.872640E+01
  2040   0.111174E+03   0.454347E+01   0.223852E-01  -0.871413E+01
  2041   0.111128E+03   0.450943E+01   0.223611E-01  -0.870015E+01
  2042   0.111081E+03   0.447543E+01   0.223371E-01  -0.868450E+01
  2043   0.111034E+03   0.444149E+01   0.223131E-01  -0.866717E+01
  2044   0.110985E+03   0.440760E+01   0.222891E-01  -0.864819E+01
  2045   0.110935E+03   0.437378E+01   0.222652E-01  -0.862758E+01
  2046   0.110884E+03   0.434002E+01   0.222414E-01  -0.860528E+01
  2047   0.110830E+03   0.430635E+01   0.222175E-01  -0.858146E+01
  2048   0.110776E+03   0.427277E+01   0.221937E-01  -0.855605E+01
  2049   0.110721E+03   0.423929E+01   0.221699E-01  -0.852908E+01
  2050   0.110664E+03   0.420591E+01   0.221462E-01  -0.850049E+01
  2051   0.110605E+03   0.417263E+01   0.221224E-01  -0.847036E+01
  2052   0.110545E+03   0.413947E+01   0.220987E-01  -0.843866E+01
  2053   0.110483E+03   0.410645E+01   0.220750E-01  -0.840543E+01
  2054   0.110419E+03   0.407357E+01   0.220513E-01  -0.837079E+01
  2055   0.110352E+03   0.404085E+01   0.220276E-01  -0.833461E+01
  2056   0.110284E+03   0.400830E+01   0.220039E-01  -0.829709E+01
  2057   0.110212E+03   0.397594E+01   0.219802E-01  -0.825811E+01
  2058   0.110139E+03   0.394378E+01   0.219566E-01  -0.821787E+01
  2059   0.110062E+03   0.391183E+01   0.219329E-01  -0.817633E+01
  2060   0.109984E+03   0.388012E+01   0.219092E-01  -0.813344E+01
  2061   0.109902E+03   0.384864E+01   0.218856E-01  -0.808939E+01
  2062   0.109818E+03   0.381741E+01   0.218619E-01  -0.804408E+01
  2063   0.109731E+03   0.378645E+01   0.218382E-01  -0.799768E+01
  2064   0.109640E+03   0.375576E+01   0.218146E-01  -0.795016E+01
  2065   0.109547E+03   0.372536E+01   0.217909E-01  -0.790148E+01
  2066   0.109451E+03   0.369525E+01   0.217672E-01  -0.785183E+01
  2067   0.109351E+03   0.366544E+01   0.217435E-01  -0.780109E+01
  2068   0.109249E+03   0.363595E+01   0.217198E-01  -0.774944E+01
  2069   0.109143E+03   0.360679E+01   0.216961E-01  -0.769678E+01
  2070   0.109034E+03   0.357796E+01   0.216724E-01  -0.764322E+01
  2071   0.108921E+03   0.354947E+01   0.216487E-01  -0.758879E+01
  2072   0.108805E+03   0.352132E+01   0.216250E-01  -0.753352E+01
  2073   0.108685E+03   0.349353E+01   0.216013E-01  -0.747745E+01
  2074   0.108562E+03   0.346611E+01   0.215776E-01  -0.742054E+01
  2075   0.108435E+03   0.343906E+01   0.215538E-01  -0.736290E+01
  2076   0.108304E+03   0.341239E+01   0.215301E-01  -0.730450E+01
  2077   0.108169E+03   0.338610E+01   0.215064E-01  -0.724543E+01
  2078   0.108031E+03   0.336020E+01   0.214826E-01  -0.718574E+01
  2079   0.107889E+03   0.333471E+01   0.214589E-01  -0.712538E+01
  2080   0.107743E+03   0.330961E+01   0.214351E-01  -0.706447E+01
  2081   0.107594E+03   0.328492E+01   0.214114E-01  -0.700297E+01
  2082   0.107441E+03   0.326066E+01   0.213876E-01  -0.694097E+01
  2083   0.107285E+03   0.323681E+01   0.213639E-01  -0.687853E+01
  2084   0.107124E+03   0.321340E+01   0.213401E-01  -0.681559E+01
  2085   0.106961E+03   0.319040E+01   0.213164E-01  -0.675226E+01
  2086   0.106792E+03   0.316785E+01   0.212926E-01  -0.668851E+01
  2087   0.106621E+03   0.314573E+01   0.212689E-01  -0.662437E+01
  2088   0.106446E+03   0.312404E+01   0.212451E-01  -0.655988E+01
  2089   0.106268E+03   0.310280E+01   0.212213E-01  -0.649506E+01
  2090   0.106085E+03   0.308200E+01   0.211976E-01  -0.642995E+01
  2091   0.105898E+03   0.306165E+01   0.211738E-01  -0.636451E+01
  2092   0.105708E+03   0.304175E+01   0.211500E-01  -0.629885E+01
  2093   0.105514E+03   0.302229E+01   0.211262E-01  -0.623300E+01
  2094   0.105316E+03   0.300328E+01   0.211024E-01  -0.616684E+01
  2095   0.105114E+03   0.298473E+01   0.210786E-01  -0.610057E+01
  2096   0.104910E+03   0.296663E+01   0.210548E-01  -0.603413E+01
  2097   0.104701E+03   0.294898E+01   0.210310E-01  -0.596751E+01
  2098   0.104489E+03   0.293178E+01   0.210072E-01  -0.590079E+01
  2099   0.104273E+03   0.291504E+01   0.209834E-01  -0.583396E+01
  2100   0.104053E+03   0.289875E+01   0.209595E-01  -0.576704E+01
  2101   0.103829E+03   0.288291E+01   0.209357E-01  -0.570004E+01
  2102   0.103602E+03   0.286752E+01   0.209118E-01  -0.563301E+01
  2103   0.103371E+03   0.285258E+01   0.208879E-01  -0.556599E+01
  2104   0.103137E+03   0.283810E+01   0.208640E-01  -0.549903E+01
  2105   0.102899E+03   0.282407E+01   0.208400E-01  -0.543217E+01
  2106   0.102657E+03   0.281048E+01   0.208161E-01  -0.536543E+01
  2107   0.102412E+03   0.279735E+01   0.207921E-01  -0.529888E+01
  2108   0.102162E+03   0.278467E+01   0.207681E-01  -0.523254E+01
  2109   0.101911E+03   0.277244E+01   0.207440E-01  -0.516646E+01
  2110   0.101656E+03   0.276065E+01   0.207199E-01  -0.510066E+01
  2111   0.101398E+03   0.274932E+01   0.206958E-01  -0.503520E+01
  2112   0.101137E+03   0.273843E+01   0.206717E-01  -0.497011E+01
  2113   0.100873E+03   0.272798E+01   0.206475E-01  -0.490540E+01
  2114   0.100605E+03   0.271797E+01   0.206233E-01  -0.484113E+01
  2115   0.100335E+03   0.270840E+01   0.205991E-01  -0.477732E+01
  2116   0.100062E+03   0.269926E+01   0.205748E-01  -0.471399E+01
  2117   0.997866E+02   0.269055E+01   0.205505E-01  -0.465117E+01
  2118   0.995077E+02   0.268228E+01   0.205261E-01  -0.458891E+01
  2119   0.992268E+02   0.267443E+01   0.205017E-01  -0.452723E+01
  2120   0.989422E+02   0.266700E+01   0.204772E-01  -0.446615E+01
  2121   0.986561E+02   0.265999E+01   0.204527E-01  -0.440569E+01
  2122   0.983667E+02   0.265340E+01   0.204282E-01  -0.434588E+01
  2123   0.980749E+02   0.264723E+01   0.204036E-01  -0.428675E+01
  2124   0.977818E+02   0.264146E+01   0.203790E-01  -0.422832E+01
  2125   0.974851E+02   0.263609E+01   0.203544E-01  -0.417062E+01
  2126   0.971870E+02   0.263113E+01   0.203296E-01  -0.411366E+01
  2127   0.968865E+02   0.262657E+01   0.203049E-01  -0.405747E+01
  2128   0.965842E+02   0.262240E+01   0.202801E-01  -0.400207E+01
  2129   0.962801E+02   0.261861E+01   0.202553E-01  -0.394747E+01
  2130   0.959732E+02   0.261520E+01   0.202304E-01  -0.389372E+01
  2131   0.956649E+02   0.261217E+01   0.202055E-01  -0.384081E+01
  2132   0.953543E+02   0.260953E+01   0.201806E-01  -0.378878E+01
  2133   0.950420E+02   0.260724E+01   0.201556E-01  -0.373762E+01
  2134   0.947279E+02   0.260533E+01   0.201306E-01  -0.368737E+01
  2135   0.944126E+02   0.260376E+01   0.201055E-01  -0.363803E+01
  2136   0.940959E+02   0.260255E+01   0.200804E-01  -0.358960E+01
  2137   0.937770E+02   0.260169E+01   0.200553E-01  -0.354211E+01
  2138   0.934571E+02   0.260118E+01   0.200302E-01  -0.349556E+01
  2139   0.931363E+02   0.260100E+01   0.200050E-01  -0.344997E+01
  2140   0.928143E+02   0.260116E+01   0.199799E-01  -0.340535E+01
  2141   0.924909E+02   0.260164E+01   0.199547E-01  -0.336170E+01
  2142   0.921669E+02   0.260245E+01   0.199294E-01  -0.331902E+01
  2143   0.918412E+02   0.260357E+01   0.199042E-01  -0.327734E+01
  2144   0.915153E+02   0.260500E+01   0.198790E-01  -0.323666E+01
  2145   0.911883E+02   0.260674E+01   0.198537E-01  -0.319698E+01
  2146   0.908600E+02   0.260877E+01   0.198284E-01  -0.315831E+01
  2147   0.905310E+02   0.261109E+01   0.198032E-01  -0.312066E+01
  2148   0.902012E+02   0.261370E+01   0.197779E-01  -0.308403E+01
  2149   0.898712E+02   0.261659E+01   0.197526E-01  -0.304841E+01
  2150   0.895401E+02   0.261975E+01   0.197273E-01  -0.301382E+01
  2151   0.892085E+02   0.262318E+01   0.197020E-01  -0.298024E+01
  2152   0.888764E+02   0.262687E+01   0.196767E-01  -0.294771E+01
  2153   0.885443E+02   0.263080E+01   0.196514E-01  -0.291623E+01
  2154   0.882114E+02   0.263496E+01   0.196262E-01  -0.288582E+01
  2155   0.878791E+02   0.263936E+01   0.196009E-01  -0.285648E+01
  2156   0.875459E+02   0.264398E+01   0.195756E-01  -0.282822E+01
  2157   0.872131E+02   0.264880E+01   0.195504E-01  -0.280104E+01
  2158   0.868807E+02   0.265383E+01   0.195251E-01  -0.277496E+01
  2159   0.865478E+02   0.265905E+01   0.194999E-01  -0.274998E+01
  2160   0.862157E+02   0.266445E+01   0.194747E-01  -0.272612E+01
  2161   0.858838E+02   0.267002E+01   0.194495E-01  -0.270337E+01
  2162   0.855525E+02   0.267576E+01   0.194242E-01  -0.268174E+01
  2163   0.852218E+02   0.268165E+01   0.193991E-01  -0.266124E+01
  2164   0.848917E+02   0.268768E+01   0.193739E-01  -0.264186E+01
  2165   0.845621E+02   0.269385E+01   0.193487E-01  -0.262361E+01
  2166   0.842335E+02   0.270013E+01   0.193235E-01  -0.260649E+01
  2167   0.839059E+02   0.270653E+01   0.192984E-01  -0.259051E+01
  2168   0.835792E+02   0.271305E+01   0.192733E-01  -0.257566E+01
  2169   0.832533E+02   0.271965E+01   0.192481E-01  -0.256193E+01
  2170   0.829289E+02   0.272635E+01   0.192230E-01  -0.254930E+01
  2171   0.826051E+02   0.273313E+01   0.191979E-01  -0.253778E+01
  2172   0.822834E+02   0.274000E+01   0.191728E-01  -0.252736E+01
  2173   0.819628E+02   0.274693E+01   0.191477E-01  -0.251802E+01
  2174   0.816441E+02   0.275393E+01   0.191227E-01  -0.250976E+01
  2175   0.813272E+02   0.276097E+01   0.190976E-01  -0.250256E+01
  2176   0.810119E+02   0.276807E+01   0.190725E-01  -0.249643E+01
  2177   0.806982E+02   0.277521E+01   0.190475E-01  -0.249136E+01
  2178   0.803860E+02   0.278237E+01   0.190224E-01  -0.248733E+01
  2179   0.800759E+02   0.278956E+01   0.189974E-01  -0.248434E+01
  2180   0.797679E+02   0.279676E+01   0.189723E-01  -0.248239E+01
  2181   0.794612E+02   0.280396E+01   0.189473E-01  -0.248146E+01
  2182   0.791571E+02   0.281117E+01   0.189223E-01  -0.248154E+01
  2183   0.788547E+02   0.281837E+01   0.188972E-01  -0.248262E+01
  2184   0.785549E+02   0.282556E+01   0.188722E-01  -0.248469E+01
  2185   0.782567E+02   0.283272E+01   0.188472E-01  -0.248772E+01
  2186   0.779607E+02   0.283987E+01   0.188222E-01  -0.249170E+01
  2187   0.776677E+02   0.284698E+01   0.187972E-01  -0.249662E+01
  2188   0.773762E+02   0.285405E+01   0.187722E-01  -0.250246E+01
  2189   0.770874E+02   0.286108E+01   0.187472E-01  -0.250922E+01
  2190   0.768013E+02   0.286807E+01   0.187222E-01  -0.251687E+01
  2191   0.765170E+02   0.287499E+01   0.186972E-01  -0.252539E+01
  2192   0.762354E+02   0.288186E+01   0.186722E-01  -0.253479E+01
  2193   0.759562E+02   0.288865E+01   0.186473E-01  -0.254504E+01
  2194   0.756786E+02   0.289537E+01   0.186223E-01  -0.255612E+01
  2195   0.754041E+02   0.290200E+01   0.185974E-01  -0.256804E+01
  2196   0.751326E+02   0.290855E+01   0.185725E-01  -0.258075E+01
  2197   0.748632E+02   0.291501E+01   0.185476E-01  -0.259425E+01
  2198   0.745959E+02   0.292137E+01   0.185227E-01  -0.260851E+01
  2199   0.743314E+02   0.292765E+01   0.184978E-01  -0.262351E+01
  2200   0.740695E+02   0.293381E+01   0.184730E-01  -0.263923E+01
  2201   0.738103E+02   0.293988E+01   0.184481E-01  -0.265565E+01
  2202   0.735536E+02   0.294584E+01   0.184234E-01  -0.267275E+01
  2203   0.732995E+02   0.295167E+01   0.183986E-01  -0.269051E+01
  2204   0.730487E+02   0.295738E+01   0.183739E-01  -0.270893E+01
  2205   0.728004E+02   0.296296E+01   0.183492E-01  -0.272797E+01
  2206   0.725546E+02   0.296840E+01   0.183245E-01  -0.274764E+01
  2207   0.723121E+02   0.297369E+01   0.182999E-01  -0.276792E+01
  2208   0.720721E+02   0.297881E+01   0.182753E-01  -0.278878E+01
  2209   0.718353E+02   0.298377E+01   0.182508E-01  -0.281022E+01
  2210   0.716017E+02   0.298856E+01   0.182263E-01  -0.283221E+01
  2211   0.713705E+02   0.299318E+01   0.182019E-01  -0.285474E+01
  2212   0.711426E+02   0.299761E+01   0.181775E-01  -0.287779E+01
  2213   0.709178E+02   0.300185E+01   0.181531E-01  -0.290132E+01
  2214   0.706962E+02   0.300591E+01   0.181289E-01  -0.292533E+01
  2215   0.704769E+02   0.300977E+01   0.181046E-01  -0.294981E+01
  2216   0.702616E+02   0.301342E+01   0.180805E-01  -0.297471E+01
  2217   0.700495E+02   0.301687E+01   0.180564E-01  -0.300002E+01
  2218   0.698405E+02   0.302011E+01   0.180323E-01  -0.302573E+01
  2219   0.696338E+02   0.302314E+01   0.180083E-01  -0.305182E+01
  2220   0.694311E+02   0.302596E+01   0.179844E-01  -0.307826E+01
  2221   0.692315E+02   0.302855E+01   0.179605E-01  -0.310504E+01
  2222   0.690350E+02   0.303092E+01   0.179367E-01  -0.313213E+01
  2223   0.688423E+02   0.303306E+01   0.179130E-01  -0.315952E+01
  2224   0.686521E+02   0.303498E+01   0.178893E-01  -0.318718E+01
  2225   0.684657E+02   0.303666E+01   0.178658E-01  -0.321511E+01
  2226   0.682817E+02   0.303810E+01   0.178422E-01  -0.324326E+01
  2227   0.681016E+02   0.303930E+01   0.178188E-01  -0.327164E+01
  2228   0.679246E+02   0.304025E+01   0.177954E-01  -0.330021E+01
  2229   0.677500E+02   0.304096E+01   0.177720E-01  -0.332896E+01
  2230   0.675793E+02   0.304141E+01   0.177488E-01  -0.335786E+01
  2231   0.674117E+02   0.304161E+01   0.177256E-01  -0.338689E+01
  2232   0.672473E+02   0.304156E+01   0.177024E-01  -0.341605E+01
  2233   0.670853E+02   0.304125E+01   0.176794E-01  -0.344529E+01
  2234   0.669272E+02   0.304070E+01   0.176564E-01  -0.347461E+01
  2235   0.667715E+02   0.303989E+01   0.176334E-01  -0.350397E+01
  2236   0.666197E+02   0.303885E+01   0.176105E-01  -0.353336E+01
  2237   0.664703E+02   0.303755E+01   0.175877E-01  -0.356276E+01
  2238   0.663242E+02   0.303601E+01   0.175650E-01  -0.359215E+01
  2239   0.661805E+02   0.303422E+01   0.175422E-01  -0.362150E+01
  2240   0.660407E+02   0.303219E+01   0.175196E-01  -0.365081E+01
  2241   0.659027E+02   0.302990E+01   0.174970E-01  -0.368004E+01
  2242   0.657679E+02   0.302736E+01   0.174744E-01  -0.370919E+01
  2243   0.656363E+02   0.302458E+01   0.174519E-01  -0.373822E+01
  2244   0.655073E+02   0.302155E+01   0.174295E-01  -0.376714E+01
  2245   0.653808E+02   0.301826E+01   0.174071E-01  -0.379590E+01
  2246   0.652568E+02   0.301473E+01   0.173848E-01  -0.382451E+01
  2247   0.651353E+02   0.301096E+01   0.173625E-01  -0.385293E+01
  2248   0.650164E+02   0.300695E+01   0.173402E-01  -0.388115E+01
  2249   0.649001E+02   0.300269E+01   0.173180E-01  -0.390916E+01
  2250   0.647864E+02   0.299820E+01   0.172958E-01  -0.393692E+01
  2251   0.646753E+02   0.299348E+01   0.172737E-01  -0.396444E+01
  2252   0.645661E+02   0.298851E+01   0.172516E-01  -0.399168E+01
  2253   0.644589E+02   0.298331E+01   0.172296E-01  -0.401863E+01
  2254   0.643545E+02   0.297787E+01   0.172076E-01  -0.404527E+01
  2255   0.642515E+02   0.297218E+01   0.171856E-01  -0.407157E+01
  2256   0.641514E+02   0.296625E+01   0.171637E-01  -0.409752E+01
  2257   0.640535E+02   0.296008E+01   0.171419E-01  -0.412309E+01
  2258   0.639578E+02   0.295366E+01   0.171200E-01  -0.414828E+01
  2259   0.638638E+02   0.294700E+01   0.170982E-01  -0.417305E+01
  2260   0.637723E+02   0.294009E+01   0.170765E-01  -0.419740E+01
  2261   0.636832E+02   0.293295E+01   0.170548E-01  -0.422130E+01
  2262   0.635959E+02   0.292557E+01   0.170331E-01  -0.424475E+01
  2263   0.635097E+02   0.291798E+01   0.170115E-01  -0.426771E+01
  2264   0.634262E+02   0.291015E+01   0.169899E-01  -0.429019E+01
  2265   0.633447E+02   0.290210E+01   0.169684E-01  -0.431215E+01
  2266   0.632653E+02   0.289383E+01   0.169469E-01  -0.433362E+01
  2267   0.631873E+02   0.288536E+01   0.169255E-01  -0.435451E+01
  2268   0.631108E+02   0.287666E+01   0.169041E-01  -0.437486E+01
  2269   0.630365E+02   0.286775E+01   0.168828E-01  -0.439462E+01
  2270   0.629638E+02   0.285864E+01   0.168615E-01  -0.441389E+01
  2271   0.628927E+02   0.284930E+01   0.168403E-01  -0.443254E+01
  2272   0.628235E+02   0.283976E+01   0.168191E-01  -0.445058E+01
  2273   0.627560E+02   0.283003E+01   0.167980E-01  -0.446804E+01
  2274   0.626896E+02   0.282008E+01   0.167769E-01  -0.448487E+01
  2275   0.626244E+02   0.280995E+01   0.167559E-01  -0.450108E+01
  2276   0.625613E+02   0.279963E+01   0.167350E-01  -0.451669E+01
  2277   0.624988E+02   0.278911E+01   0.167141E-01  -0.453165E+01
  2278   0.624376E+02   0.277843E+01   0.166933E-01  -0.454597E+01
  2279   0.623780E+02   0.276756E+01   0.166725E-01  -0.455968E+01
  2280   0.623199E+02   0.275652E+01   0.166518E-01  -0.457272E+01
  2281   0.622627E+02   0.274531E+01   0.166312E-01  -0.458503E+01
  2282   0.622064E+02   0.273394E+01   0.166106E-01  -0.459672E+01
  2283   0.621505E+02   0.272240E+01   0.165901E-01  -0.460779E+01
  2284   0.620963E+02   0.271070E+01   0.165697E-01  -0.461811E+01
  2285   0.620427E+02   0.269883E+01   0.165493E-01  -0.462778E+01
  2286   0.619902E+02   0.268682E+01   0.165290E-01  -0.463674E+01
  2287   0.619384E+02   0.267467E+01   0.165087E-01  -0.464509E+01
  2288   0.618872E+02   0.266236E+01   0.164886E-01  -0.465269E+01
  2289   0.618367E+02   0.264993E+01   0.164684E-01  -0.465963E+01
  2290   0.617870E+02   0.263736E+01   0.164484E-01  -0.466586E+01
  2291   0.617375E+02   0.262468E+01   0.164284E-01  -0.467146E+01
  2292   0.616889E+02   0.261188E+01   0.164085E-01  -0.467639E+01
  2293   0.616406E+02   0.259898E+01   0.163886E-01  -0.468057E+01
  2294   0.615926E+02   0.258597E+01   0.163688E-01  -0.468418E+01
  2295   0.615450E+02   0.257286E+01   0.163490E-01  -0.468700E+01
  2296   0.614972E+02   0.255966E+01   0.163293E-01  -0.468920E+01
  2297   0.614500E+02   0.254637E+01   0.163097E-01  -0.469073E+01
  2298   0.614027E+02   0.253299E+01   0.162901E-01  -0.469166E+01
  2299   0.613561E+02   0.251953E+01   0.162706E-01  -0.469187E+01
  2300   0.613087E+02   0.250600E+01   0.162511E-01  -0.469136E+01
  2301   0.612615E+02   0.249239E+01   0.162317E-01  -0.469031E+01
  2302   0.612145E+02   0.247872E+01   0.162123E-01  -0.468848E+01
  2303   0.611664E+02   0.246498E+01   0.161929E-01  -0.468610E+01
  2304   0.611193E+02   0.245118E+01   0.161736E-01  -0.468295E+01
