#    L    TT             EE             TE             PP             TP          
  1396   0.412881E+03   0.222215E+02  -0.185719E+01   0.107199E+06  -0.169790E+02
  1397   0.410692E+03   0.222756E+02  -0.237782E+01   0.107064E+06  -0.170971E+02
  1398   0.408554E+03   0.223258E+02  -0.290288E+01   0.106929E+06  -0.172141E+02
  1399   0.406484E+03   0.223721E+02  -0.343242E+01   0.106795E+06  -0.173300E+02
  1400   0.404468E+03   0.224142E+02  -0.396625E+01   0.106661E+06  -0.174447E+02
  1401   0.402524E+03   0.224521E+02  -0.450421E+01   0.106527E+06  -0.175584E+02
  1402   0.400637E+03   0.224860E+02  -0.504585E+01   0.106394E+06  -0.176709E+02
  1403   0.398814E+03   0.225157E+02  -0.559098E+01   0.106260E+06  -0.177822E+02
  1404   0.397054E+03   0.225414E+02  -0.613919E+01   0.106127E+06  -0.178924E+02
  1405   0.395351E+03   0.225632E+02  -0.669005E+01   0.105994E+06  -0.180013E+02
  1406   0.393703E+03   0.225811E+02  -0.724322E+01   0.105862E+06  -0.181091E+02
  1407   0.392111E+03   0.225951E+02  -0.779845E+01   0.105729E+06  -0.182157E+02
  1408   0.390582E+03   0.226053E+02  -0.835522E+01   0.105597E+06  -0.183210E+02
  1409   0.389101E+03   0.226117E+02  -0.891329E+01   0.105466E+06  -0.184251E+02
  1410   0.387682E+03   0.226143E+02  -0.947230E+01   0.105334E+06  -0.185280E+02
  1411   0.386310E+03   0.226133E+02  -0.100318E+02   0.105203E+06  -0.186295E+02
  1412   0.384993E+03   0.226087E+02  -0.105917E+02   0.105071E+06  -0.187298E+02
  1413   0.383722E+03   0.226005E+02  -0.111515E+02   0.104941E+06  -0.188288E+02
  1414   0.382506E+03   0.225887E+02  -0.117110E+02   0.104810E+06  -0.189265E+02
  1415   0.381336E+03   0.225734E+02  -0.122698E+02   0.104680E+06  -0.190229E+02
  1416   0.380219E+03   0.225547E+02  -0.128278E+02   0.104549E+06  -0.191179E+02
  1417   0.379149E+03   0.225326E+02  -0.133845E+02   0.104420E+06  -0.192116E+02
  1418   0.378132E+03   0.225071E+02  -0.139398E+02   0.104290E+06  -0.193039E+02
  1419   0.377160E+03   0.224783E+02  -0.144932E+02   0.104161E+06  -0.193948E+02
  1420   0.376233E+03   0.224462E+02  -0.150446E+02   0.104031E+06  -0.194844E+02
  1421   0.375351E+03   0.224108E+02  -0.155936E+02   0.103902E+06  -0.195725E+02
  1422   0.374515E+03   0.223723E+02  -0.161399E+02   0.103774E+06  -0.196592E+02
  1423   0.373730E+03   0.223304E+02  -0.166831E+02   0.103645E+06  -0.197445E+02
  1424   0.372982E+03   0.222855E+02  -0.172230E+02   0.103517E+06  -0.198283E+02
  1425   0.372278E+03   0.222375E+02  -0.177592E+02   0.103389E+06  -0.199107E+02
  1426   0.371618E+03   0.221863E+02  -0.182916E+02   0.103261E+06  -0.199916E+02
  1427   0.370994E+03   0.221320E+02  -0.188198E+02   0.103134E+06  -0.200710E+02
  1428   0.370414E+03   0.220747E+02  -0.193434E+02   0.103006E+06  -0.201489E+02
  1429   0.369877E+03   0.220143E+02  -0.198623E+02   0.102879E+06  -0.202253E+02
  1430   0.369382E+03   0.219509E+02  -0.203761E+02   0.102753E+06  -0.203001E+02
  1431   0.368923E+03   0.218845E+02  -0.208846E+02   0.102626E+06  -0.203734E+02
  1432   0.368507E+03   0.218152E+02  -0.213874E+02   0.102500E+06  -0.204452E+02
  1433   0.368125E+03   0.217429E+02  -0.218844E+02   0.102374E+06  -0.205154E+02
  1434   0.367786E+03   0.216677E+02  -0.223751E+02   0.102248E+06  -0.205840E+02
  1435   0.367481E+03   0.215896E+02  -0.228595E+02   0.102122E+06  -0.206510E+02
  1436   0.367217E+03   0.215085E+02  -0.233370E+02   0.101997E+06  -0.207164E+02
  1437   0.366988E+03   0.214245E+02  -0.238076E+02   0.101871E+06  -0.207801E+02
  1438   0.366792E+03   0.213377E+02  -0.242709E+02   0.101747E+06  -0.208422E+02
  1439   0.366637E+03   0.212481E+02  -0.247267E+02   0.101622E+06  -0.209027E+02
  1440   0.366523E+03   0.211555E+02  -0.251745E+02   0.101497E+06  -0.209615E+02
  1441   0.366441E+03   0.210601E+02  -0.256143E+02   0.101373E+06  -0.210186E+02
  1442   0.366393E+03   0.209618E+02  -0.260456E+02   0.101249E+06  -0.210740E+02
  1443   0.366377E+03   0.208607E+02  -0.264683E+02   0.101125E+06  -0.211277E+02
  1444   0.366401E+03   0.207567E+02  -0.268820E+02   0.101002E+06  -0.211797E+02
  1445   0.366457E+03   0.206499E+02  -0.272864E+02   0.100878E+06  -0.212300E+02
  1446   0.366545E+03   0.205402E+02  -0.276813E+02   0.100755E+06  -0.212785E+02
  1447   0.366672E+03   0.204277E+02  -0.280664E+02   0.100632E+06  -0.213252E+02
  1448   0.366830E+03   0.203123E+02  -0.284414E+02   0.100510E+06  -0.213702E+02
  1449   0.367020E+03   0.201941E+02  -0.288061E+02   0.100387E+06  -0.214133E+02
  1450   0.367248E+03   0.200730E+02  -0.291601E+02   0.100265E+06  -0.214547E+02
  1451   0.367514E+03   0.199490E+02  -0.295034E+02   0.100143E+06  -0.214942E+02
  1452   0.367809E+03   0.198223E+02  -0.298359E+02   0.100021E+06  -0.215320E+02
  1453   0.368131E+03   0.196929E+02  -0.301577E+02   0.998995E+05  -0.215679E+02
  1454   0.368486E+03   0.195611E+02  -0.304689E+02   0.997781E+05  -0.216020E+02
  1455   0.368873E+03   0.194267E+02  -0.307695E+02   0.996570E+05  -0.216343E+02
  1456   0.369290E+03   0.192901E+02  -0.310595E+02   0.995361E+05  -0.216649E+02
  1457   0.369735E+03   0.191512E+02  -0.313389E+02   0.994154E+05  -0.216936E+02
  1458   0.370198E+03   0.190102E+02  -0.316080E+02   0.992949E+05  -0.217206E+02
  1459   0.370686E+03   0.188672E+02  -0.318665E+02   0.991747E+05  -0.217458E+02
  1460   0.371198E+03   0.187223E+02  -0.321148E+02   0.990547E+05  -0.217692E+02
  1461   0.371730E+03   0.185755E+02  -0.323526E+02   0.989349E+05  -0.217909E+02
  1462   0.372282E+03   0.184270E+02  -0.325802E+02   0.988153E+05  -0.218108E+02
  1463   0.372852E+03   0.182769E+02  -0.327976E+02   0.986959E+05  -0.218290E+02
  1464   0.373439E+03   0.181252E+02  -0.330047E+02   0.985768E+05  -0.218454E+02
  1465   0.374039E+03   0.179722E+02  -0.332016E+02   0.984578E+05  -0.218601E+02
  1466   0.374660E+03   0.178178E+02  -0.333885E+02   0.983391E+05  -0.218731E+02
  1467   0.375293E+03   0.176621E+02  -0.335652E+02   0.982206E+05  -0.218843E+02
  1468   0.375942E+03   0.175053E+02  -0.337319E+02   0.981023E+05  -0.218939E+02
  1469   0.376599E+03   0.173473E+02  -0.338886E+02   0.979842E+05  -0.219017E+02
  1470   0.377261E+03   0.171884E+02  -0.340352E+02   0.978664E+05  -0.219078E+02
  1471   0.377944E+03   0.170286E+02  -0.341719E+02   0.977487E+05  -0.219122E+02
  1472   0.378629E+03   0.168680E+02  -0.342986E+02   0.976313E+05  -0.219150E+02
  1473   0.379314E+03   0.167066E+02  -0.344153E+02   0.975141E+05  -0.219160E+02
  1474   0.380015E+03   0.165447E+02  -0.345221E+02   0.973971E+05  -0.219153E+02
  1475   0.380712E+03   0.163820E+02  -0.346190E+02   0.972803E+05  -0.219130E+02
  1476   0.381421E+03   0.162190E+02  -0.347060E+02   0.971637E+05  -0.219090E+02
  1477   0.382131E+03   0.160555E+02  -0.347831E+02   0.970473E+05  -0.219034E+02
  1478   0.382841E+03   0.158916E+02  -0.348502E+02   0.969312E+05  -0.218961E+02
  1479   0.383557E+03   0.157276E+02  -0.349075E+02   0.968152E+05  -0.218871E+02
  1480   0.384270E+03   0.155632E+02  -0.349548E+02   0.966995E+05  -0.218765E+02
  1481   0.384985E+03   0.153989E+02  -0.349922E+02   0.965840E+05  -0.218643E+02
  1482   0.385693E+03   0.152345E+02  -0.350196E+02   0.964686E+05  -0.218504E+02
  1483   0.386400E+03   0.150701E+02  -0.350371E+02   0.963535E+05  -0.218349E+02
  1484   0.387112E+03   0.149057E+02  -0.350445E+02   0.962386E+05  -0.218178E+02
  1485   0.387812E+03   0.147416E+02  -0.350420E+02   0.961239E+05  -0.217991E+02
  1486   0.388513E+03   0.145777E+02  -0.350294E+02   0.960094E+05  -0.217787E+02
  1487   0.389200E+03   0.144141E+02  -0.350067E+02   0.958952E+05  -0.217568E+02
  1488   0.389884E+03   0.142509E+02  -0.349738E+02   0.957811E+05  -0.217333E+02
  1489   0.390564E+03   0.140881E+02  -0.349308E+02   0.956672E+05  -0.217081E+02
  1490   0.391228E+03   0.139258E+02  -0.348776E+02   0.955535E+05  -0.216814E+02
  1491   0.391885E+03   0.137640E+02  -0.348141E+02   0.954401E+05  -0.216531E+02
  1492   0.392531E+03   0.136029E+02  -0.347403E+02   0.953268E+05  -0.216233E+02
  1493   0.393167E+03   0.134425E+02  -0.346561E+02   0.952138E+05  -0.215918E+02
  1494   0.393789E+03   0.132827E+02  -0.345615E+02   0.951009E+05  -0.215588E+02
  1495   0.394398E+03   0.131238E+02  -0.344564E+02   0.949883E+05  -0.215243E+02
  1496   0.394993E+03   0.129658E+02  -0.343408E+02   0.948758E+05  -0.214882E+02
  1497   0.395574E+03   0.128086E+02  -0.342144E+02   0.947636E+05  -0.214506E+02
  1498   0.396139E+03   0.126525E+02  -0.340773E+02   0.946515E+05  -0.214114E+02
  1499   0.396688E+03   0.124973E+02  -0.339293E+02   0.945397E+05  -0.213707E+02
  1500   0.397220E+03   0.123433E+02  -0.337705E+02   0.944281E+05  -0.213285E+02
  1501   0.397733E+03   0.121903E+02  -0.336006E+02   0.943166E+05  -0.212848E+02
  1502   0.398230E+03   0.120385E+02  -0.334201E+02   0.942054E+05  -0.212395E+02
  1503   0.398708E+03   0.118880E+02  -0.332292E+02   0.940944E+05  -0.211928E+02
  1504   0.399166E+03   0.117387E+02  -0.330283E+02   0.939835E+05  -0.211447E+02
  1505   0.399607E+03   0.115908E+02  -0.328177E+02   0.938729E+05  -0.210951E+02
  1506   0.400027E+03   0.114442E+02  -0.325978E+02   0.937624E+05  -0.210442E+02
  1507   0.400427E+03   0.112990E+02  -0.323689E+02   0.936522E+05  -0.209918E+02
  1508   0.400807E+03   0.111553E+02  -0.321313E+02   0.935421E+05  -0.209382E+02
  1509   0.401166E+03   0.110130E+02  -0.318852E+02   0.934323E+05  -0.208832E+02
  1510   0.401504E+03   0.108723E+02  -0.316311E+02   0.933226E+05  -0.208269E+02
  1511   0.401821E+03   0.107331E+02  -0.313693E+02   0.932132E+05  -0.207693E+02
  1512   0.402118E+03   0.105956E+02  -0.310998E+02   0.931039E+05  -0.207105E+02
  1513   0.402393E+03   0.104597E+02  -0.308231E+02   0.929948E+05  -0.206504E+02
  1514   0.402646E+03   0.103254E+02  -0.305394E+02   0.928859E+05  -0.205892E+02
  1515   0.402880E+03   0.101930E+02  -0.302489E+02   0.927773E+05  -0.205267E+02
  1516   0.403091E+03   0.100623E+02  -0.299521E+02   0.926688E+05  -0.204632E+02
  1517   0.403281E+03   0.993350E+01  -0.296490E+02   0.925605E+05  -0.203985E+02
  1518   0.403449E+03   0.980648E+01  -0.293401E+02   0.924524E+05  -0.203326E+02
  1519   0.403595E+03   0.968140E+01  -0.290254E+02   0.923444E+05  -0.202657E+02
  1520   0.403718E+03   0.955821E+01  -0.287054E+02   0.922367E+05  -0.201978E+02
  1521   0.403818E+03   0.943701E+01  -0.283801E+02   0.921292E+05  -0.201288E+02
  1522   0.403895E+03   0.931790E+01  -0.280500E+02   0.920219E+05  -0.200588E+02
  1523   0.403948E+03   0.920077E+01  -0.277152E+02   0.919147E+05  -0.199879E+02
  1524   0.403977E+03   0.908571E+01  -0.273761E+02   0.918077E+05  -0.199159E+02
  1525   0.403982E+03   0.897276E+01  -0.270327E+02   0.917010E+05  -0.198431E+02
  1526   0.403963E+03   0.886202E+01  -0.266854E+02   0.915944E+05  -0.197693E+02
  1527   0.403919E+03   0.875351E+01  -0.263343E+02   0.914880E+05  -0.196947E+02
  1528   0.403849E+03   0.864718E+01  -0.259796E+02   0.913818E+05  -0.196191E+02
  1529   0.403755E+03   0.854315E+01  -0.256215E+02   0.912758E+05  -0.195428E+02
  1530   0.403635E+03   0.844144E+01  -0.252604E+02   0.911699E+05  -0.194656E+02
  1531   0.403490E+03   0.834208E+01  -0.248964E+02   0.910643E+05  -0.193877E+02
  1532   0.403317E+03   0.824516E+01  -0.245296E+02   0.909588E+05  -0.193090E+02
  1533   0.403118E+03   0.815058E+01  -0.241604E+02   0.908536E+05  -0.192295E+02
  1534   0.402892E+03   0.805850E+01  -0.237887E+02   0.907485E+05  -0.191493E+02
  1535   0.402638E+03   0.796895E+01  -0.234150E+02   0.906436E+05  -0.190685E+02
  1536   0.402357E+03   0.788190E+01  -0.230393E+02   0.905389E+05  -0.189869E+02
  1537   0.402046E+03   0.779736E+01  -0.226619E+02   0.904343E+05  -0.189048E+02
  1538   0.401707E+03   0.771551E+01  -0.222829E+02   0.903300E+05  -0.188220E+02
  1539   0.401340E+03   0.763623E+01  -0.219025E+02   0.902258E+05  -0.187386E+02
  1540   0.400942E+03   0.755971E+01  -0.215207E+02   0.901218E+05  -0.186546E+02
  1541   0.400515E+03   0.748588E+01  -0.211378E+02   0.900180E+05  -0.185701E+02
  1542   0.400059E+03   0.741487E+01  -0.207539E+02   0.899144E+05  -0.184851E+02
  1543   0.399571E+03   0.734661E+01  -0.203692E+02   0.898110E+05  -0.183996E+02
  1544   0.399054E+03   0.728129E+01  -0.199838E+02   0.897077E+05  -0.183136E+02
  1545   0.398504E+03   0.721878E+01  -0.195977E+02   0.896046E+05  -0.182272E+02
  1546   0.397923E+03   0.715920E+01  -0.192113E+02   0.895017E+05  -0.181403E+02
  1547   0.397311E+03   0.710263E+01  -0.188245E+02   0.893990E+05  -0.180531E+02
  1548   0.396665E+03   0.704911E+01  -0.184376E+02   0.892965E+05  -0.179655E+02
  1549   0.395987E+03   0.699860E+01  -0.180506E+02   0.891941E+05  -0.178775E+02
  1550   0.395274E+03   0.695119E+01  -0.176637E+02   0.890919E+05  -0.177892E+02
  1551   0.394528E+03   0.690689E+01  -0.172770E+02   0.889899E+05  -0.177006E+02
  1552   0.393748E+03   0.686566E+01  -0.168908E+02   0.888881E+05  -0.176117E+02
  1553   0.392936E+03   0.682750E+01  -0.165052E+02   0.887864E+05  -0.175225E+02
  1554   0.392092E+03   0.679234E+01  -0.161206E+02   0.886849E+05  -0.174330E+02
  1555   0.391217E+03   0.676003E+01  -0.157369E+02   0.885836E+05  -0.173432E+02
  1556   0.390311E+03   0.673065E+01  -0.153547E+02   0.884825E+05  -0.172531E+02
  1557   0.389377E+03   0.670414E+01  -0.149738E+02   0.883816E+05  -0.171628E+02
  1558   0.388415E+03   0.668034E+01  -0.145947E+02   0.882808E+05  -0.170722E+02
  1559   0.387425E+03   0.665934E+01  -0.142175E+02   0.881802E+05  -0.169813E+02
  1560   0.386408E+03   0.664100E+01  -0.138424E+02   0.880797E+05  -0.168901E+02
  1561   0.385364E+03   0.662531E+01  -0.134695E+02   0.879795E+05  -0.167987E+02
  1562   0.384296E+03   0.661221E+01  -0.130991E+02   0.878794E+05  -0.167070E+02
  1563   0.383203E+03   0.660171E+01  -0.127313E+02   0.877795E+05  -0.166150E+02
  1564   0.382086E+03   0.659372E+01  -0.123664E+02   0.876798E+05  -0.165228E+02
  1565   0.380946E+03   0.658819E+01  -0.120045E+02   0.875802E+05  -0.164303E+02
  1566   0.379784E+03   0.658505E+01  -0.116458E+02   0.874808E+05  -0.163376E+02
  1567   0.378600E+03   0.658436E+01  -0.112904E+02   0.873816E+05  -0.162447E+02
  1568   0.377394E+03   0.658599E+01  -0.109386E+02   0.872825E+05  -0.161515E+02
  1569   0.376169E+03   0.658987E+01  -0.105906E+02   0.871837E+05  -0.160580E+02
  1570   0.374922E+03   0.659608E+01  -0.102464E+02   0.870850E+05  -0.159643E+02
  1571   0.373658E+03   0.660439E+01  -0.990627E+01   0.869864E+05  -0.158704E+02
  1572   0.372374E+03   0.661497E+01  -0.957045E+01   0.868881E+05  -0.157763E+02
  1573   0.371071E+03   0.662766E+01  -0.923903E+01   0.867899E+05  -0.156819E+02
  1574   0.369752E+03   0.664240E+01  -0.891214E+01   0.866918E+05  -0.155874E+02
  1575   0.368415E+03   0.665927E+01  -0.858994E+01   0.865940E+05  -0.154926E+02
  1576   0.367061E+03   0.667819E+01  -0.827256E+01   0.864963E+05  -0.153976E+02
  1577   0.365692E+03   0.669910E+01  -0.796014E+01   0.863987E+05  -0.153023E+02
  1578   0.364308E+03   0.672207E+01  -0.765282E+01   0.863014E+05  -0.152069E+02
  1579   0.362910E+03   0.674696E+01  -0.735074E+01   0.862042E+05  -0.151113E+02
  1580   0.361497E+03   0.677378E+01  -0.705406E+01   0.861072E+05  -0.150154E+02
  1581   0.360070E+03   0.680254E+01  -0.676293E+01   0.860103E+05  -0.149194E+02
  1582   0.358630E+03   0.683322E+01  -0.647749E+01   0.859136E+05  -0.148232E+02
  1583   0.357178E+03   0.686569E+01  -0.619792E+01   0.858171E+05  -0.147268E+02
  1584   0.355712E+03   0.690004E+01  -0.592435E+01   0.857207E+05  -0.146302E+02
  1585   0.354233E+03   0.693611E+01  -0.565694E+01   0.856245E+05  -0.145334E+02
  1586   0.352744E+03   0.697398E+01  -0.539585E+01   0.855285E+05  -0.144364E+02
  1587   0.351243E+03   0.701359E+01  -0.514122E+01   0.854326E+05  -0.143393E+02
  1588   0.349730E+03   0.705486E+01  -0.489318E+01   0.853369E+05  -0.142420E+02
  1589   0.348206E+03   0.709787E+01  -0.465187E+01   0.852414E+05  -0.141445E+02
  1590   0.346672E+03   0.714256E+01  -0.441744E+01   0.851460E+05  -0.140469E+02
  1591   0.345127E+03   0.718892E+01  -0.419002E+01   0.850508E+05  -0.139491E+02
  1592   0.343572E+03   0.723689E+01  -0.396973E+01   0.849557E+05  -0.138511E+02
  1593   0.342008E+03   0.728648E+01  -0.375675E+01   0.848608E+05  -0.137530E+02
  1594   0.340434E+03   0.733768E+01  -0.355117E+01   0.847661E+05  -0.136547E+02
  1595   0.338850E+03   0.739042E+01  -0.335316E+01   0.846715E+05  -0.135563E+02
  1596   0.337257E+03   0.744480E+01  -0.316282E+01   0.845771E+05  -0.134578E+02
  1597   0.335656E+03   0.750072E+01  -0.298032E+01   0.844828E+05  -0.133591E+02
  1598   0.334046E+03   0.755821E+01  -0.280576E+01   0.843887E+05  -0.132602E+02
  1599   0.332427E+03   0.761726E+01  -0.263929E+01   0.842948E+05  -0.131613E+02
  1600   0.330800E+03   0.767781E+01  -0.248105E+01   0.842010E+05  -0.130622E+02
  1601   0.329165E+03   0.773992E+01  -0.233114E+01   0.841074E+05  -0.129629E+02
  1602   0.327522E+03   0.780346E+01  -0.218951E+01   0.840139E+05  -0.128636E+02
  1603   0.325872E+03   0.786827E+01  -0.205609E+01   0.839206E+05  -0.127641E+02
  1604   0.324217E+03   0.793445E+01  -0.193079E+01   0.838275E+05  -0.126645E+02
  1605   0.322557E+03   0.800177E+01  -0.181357E+01   0.837345E+05  -0.125648E+02
  1606   0.320892E+03   0.807023E+01  -0.170430E+01   0.836417E+05  -0.124650E+02
  1607   0.319225E+03   0.813968E+01  -0.160286E+01   0.835490E+05  -0.123651E+02
  1608   0.317555E+03   0.821007E+01  -0.150929E+01   0.834565E+05  -0.122650E+02
  1609   0.315884E+03   0.828130E+01  -0.142335E+01   0.833641E+05  -0.121649E+02
  1610   0.314211E+03   0.835339E+01  -0.134508E+01   0.832719E+05  -0.120647E+02
  1611   0.312539E+03   0.842635E+01  -0.127423E+01   0.831798E+05  -0.119643E+02
  1612   0.310867E+03   0.849994E+01  -0.121085E+01   0.830879E+05  -0.118639E+02
  1613   0.309197E+03   0.857418E+01  -0.115477E+01   0.829962E+05  -0.117633E+02
  1614   0.307529E+03   0.864906E+01  -0.110588E+01   0.829046E+05  -0.116627E+02
  1615   0.305865E+03   0.872451E+01  -0.106416E+01   0.828131E+05  -0.115620E+02
  1616   0.304204E+03   0.880040E+01  -0.102958E+01   0.827219E+05  -0.114612E+02
  1617   0.302547E+03   0.887664E+01  -0.100196E+01   0.826307E+05  -0.113603E+02
  1618   0.300896E+03   0.895324E+01  -0.981273E+00   0.825397E+05  -0.112593E+02
  1619   0.299250E+03   0.903006E+01  -0.967500E+00   0.824489E+05  -0.111583E+02
  1620   0.297610E+03   0.910717E+01  -0.960461E+00   0.823582E+05  -0.110571E+02
  1621   0.295977E+03   0.918428E+01  -0.960278E+00   0.822677E+05  -0.109559E+02
  1622   0.294352E+03   0.926153E+01  -0.966701E+00   0.821773E+05  -0.108547E+02
  1623   0.292735E+03   0.933880E+01  -0.979777E+00   0.820871E+05  -0.107533E+02
  1624   0.291126E+03   0.941599E+01  -0.999331E+00   0.819970E+05  -0.106519E+02
  1625   0.289527E+03   0.949312E+01  -0.102541E+01   0.819071E+05  -0.105504E+02
  1626   0.287938E+03   0.957018E+01  -0.105791E+01   0.818173E+05  -0.104489E+02
  1627   0.286359E+03   0.964697E+01  -0.109674E+01   0.817277E+05  -0.103473E+02
  1628   0.284792E+03   0.972355E+01  -0.114178E+01   0.816382E+05  -0.102457E+02
  1629   0.283236E+03   0.979985E+01  -0.119317E+01   0.815489E+05  -0.101440E+02
  1630   0.281691E+03   0.987573E+01  -0.125066E+01   0.814597E+05  -0.100422E+02
  1631   0.280160E+03   0.995127E+01  -0.131435E+01   0.813706E+05  -0.994044E+01
  1632   0.278642E+03   0.100263E+02  -0.138409E+01   0.812817E+05  -0.983860E+01
  1633   0.277136E+03   0.101009E+02  -0.145991E+01   0.811930E+05  -0.973672E+01
  1634   0.275646E+03   0.101749E+02  -0.154172E+01   0.811044E+05  -0.963480E+01
  1635   0.274169E+03   0.102482E+02  -0.162956E+01   0.810159E+05  -0.953284E+01
  1636   0.272707E+03   0.103209E+02  -0.172325E+01   0.809276E+05  -0.943085E+01
  1637   0.271262E+03   0.103929E+02  -0.182293E+01   0.808394E+05  -0.932883E+01
  1638   0.269831E+03   0.104641E+02  -0.192840E+01   0.807514E+05  -0.922678E+01
  1639   0.268417E+03   0.105345E+02  -0.203973E+01   0.806636E+05  -0.912470E+01
  1640   0.267020E+03   0.106042E+02  -0.215695E+01   0.805758E+05  -0.902260E+01
  1641   0.265640E+03   0.106731E+02  -0.227990E+01   0.804882E+05  -0.892048E+01
  1642   0.264277E+03   0.107410E+02  -0.240862E+01   0.804008E+05  -0.881834E+01
  1643   0.262933E+03   0.108080E+02  -0.254315E+01   0.803135E+05  -0.871618E+01
  1644   0.261607E+03   0.108741E+02  -0.268340E+01   0.802263E+05  -0.861401E+01
  1645   0.260299E+03   0.109392E+02  -0.282933E+01   0.801393E+05  -0.851183E+01
  1646   0.259011E+03   0.110032E+02  -0.298108E+01   0.800524E+05  -0.840964E+01
  1647   0.257742E+03   0.110662E+02  -0.313853E+01   0.799657E+05  -0.830745E+01
  1648   0.256493E+03   0.111280E+02  -0.330166E+01   0.798791E+05  -0.820526E+01
  1649   0.255264E+03   0.111886E+02  -0.347053E+01   0.797926E+05  -0.810306E+01
  1650   0.254056E+03   0.112480E+02  -0.364509E+01   0.797063E+05  -0.800087E+01
  1651   0.252868E+03   0.113062E+02  -0.382536E+01   0.796201E+05  -0.789869E+01
  1652   0.251702E+03   0.113632E+02  -0.401117E+01   0.795341E+05  -0.779656E+01
  1653   0.250555E+03   0.114188E+02  -0.420223E+01   0.794482E+05  -0.769451E+01
  1654   0.249431E+03   0.114731E+02  -0.439824E+01   0.793624E+05  -0.759259E+01
  1655   0.248327E+03   0.115261E+02  -0.459908E+01   0.792768E+05  -0.749083E+01
  1656   0.247244E+03   0.115778E+02  -0.480452E+01   0.791913E+05  -0.738928E+01
  1657   0.246182E+03   0.116281E+02  -0.501421E+01   0.791060E+05  -0.728798E+01
  1658   0.245141E+03   0.116770E+02  -0.522801E+01   0.790208E+05  -0.718697E+01
  1659   0.244122E+03   0.117245E+02  -0.544570E+01   0.789357E+05  -0.708629E+01
  1660   0.243124E+03   0.117706E+02  -0.566706E+01   0.788508E+05  -0.698597E+01
  1661   0.242146E+03   0.118152E+02  -0.589190E+01   0.787660E+05  -0.688606E+01
  1662   0.241190E+03   0.118584E+02  -0.611991E+01   0.786813E+05  -0.678661E+01
  1663   0.240255E+03   0.119001E+02  -0.635104E+01   0.785968E+05  -0.668764E+01
  1664   0.239341E+03   0.119403E+02  -0.658499E+01   0.785124E+05  -0.658920E+01
  1665   0.238447E+03   0.119790E+02  -0.682148E+01   0.784282E+05  -0.649133E+01
  1666   0.237575E+03   0.120161E+02  -0.706044E+01   0.783441E+05  -0.639407E+01
  1667   0.236724E+03   0.120518E+02  -0.730167E+01   0.782601E+05  -0.629747E+01
  1668   0.235894E+03   0.120858E+02  -0.754486E+01   0.781762E+05  -0.620155E+01
  1669   0.235085E+03   0.121181E+02  -0.778989E+01   0.780925E+05  -0.610637E+01
  1670   0.234297E+03   0.121490E+02  -0.803654E+01   0.780089E+05  -0.601196E+01
  1671   0.233530E+03   0.121781E+02  -0.828467E+01   0.779255E+05  -0.591836E+01
  1672   0.232783E+03   0.122056E+02  -0.853406E+01   0.778422E+05  -0.582561E+01
  1673   0.232058E+03   0.122314E+02  -0.878466E+01   0.777590E+05  -0.573376E+01
  1674   0.231354E+03   0.122556E+02  -0.903617E+01   0.776760E+05  -0.564284E+01
  1675   0.230670E+03   0.122782E+02  -0.928853E+01   0.775931E+05  -0.555289E+01
  1676   0.230007E+03   0.122991E+02  -0.954160E+01   0.775103E+05  -0.546396E+01
  1677   0.229366E+03   0.123184E+02  -0.979517E+01   0.774276E+05  -0.537608E+01
  1678   0.228746E+03   0.123359E+02  -0.100491E+02   0.773451E+05  -0.528929E+01
  1679   0.228146E+03   0.123518E+02  -0.103032E+02   0.772627E+05  -0.520364E+01
  1680   0.227567E+03   0.123660E+02  -0.105574E+02   0.771805E+05  -0.511917E+01
  1681   0.227010E+03   0.123784E+02  -0.108115E+02   0.770983E+05  -0.503591E+01
  1682   0.226473E+03   0.123891E+02  -0.110654E+02   0.770163E+05  -0.495391E+01
  1683   0.225957E+03   0.123980E+02  -0.113188E+02   0.769345E+05  -0.487321E+01
  1684   0.225462E+03   0.124051E+02  -0.115717E+02   0.768528E+05  -0.479384E+01
  1685   0.224988E+03   0.124104E+02  -0.118239E+02   0.767711E+05  -0.471585E+01
  1686   0.224534E+03   0.124139E+02  -0.120753E+02   0.766897E+05  -0.463927E+01
  1687   0.224102E+03   0.124156E+02  -0.123259E+02   0.766083E+05  -0.456416E+01
  1688   0.223690E+03   0.124154E+02  -0.125755E+02   0.765271E+05  -0.449054E+01
  1689   0.223300E+03   0.124133E+02  -0.128238E+02   0.764460E+05  -0.441846E+01
  1690   0.222931E+03   0.124095E+02  -0.130710E+02   0.763651E+05  -0.434796E+01
  1691   0.222582E+03   0.124037E+02  -0.133167E+02   0.762842E+05  -0.427908E+01
  1692   0.222255E+03   0.123960E+02  -0.135610E+02   0.762035E+05  -0.421185E+01
  1693   0.221948E+03   0.123864E+02  -0.138037E+02   0.761229E+05  -0.414633E+01
  1694   0.221663E+03   0.123749E+02  -0.140447E+02   0.760425E+05  -0.408255E+01
  1695   0.221398E+03   0.123615E+02  -0.142838E+02   0.759622E+05  -0.402055E+01
  1696   0.221155E+03   0.123460E+02  -0.145211E+02   0.758820E+05  -0.396037E+01
  1697   0.220933E+03   0.123286E+02  -0.147563E+02   0.758019E+05  -0.390205E+01
  1698   0.220732E+03   0.123092E+02  -0.149893E+02   0.757220E+05  -0.384563E+01
