#    L    TT             EE             TE             PP             TP          
   314   0.230441E+04   0.191435E+02   0.785921E+02   0.108348E+07  -0.810219E+03
   315   0.227909E+04   0.192880E+02   0.767239E+02   0.107927E+07  -0.808069E+03
   316   0.225429E+04   0.194292E+02   0.748261E+02   0.107507E+07  -0.805939E+03
   317   0.223002E+04   0.195667E+02   0.729003E+02   0.107091E+07  -0.803827E+03
   318   0.220627E+04   0.197006E+02   0.709470E+02   0.106676E+07  -0.801732E+03
   319   0.218305E+04   0.198309E+02   0.689670E+02   0.106264E+07  -0.799653E+03
   320   0.216035E+04   0.199575E+02   0.669621E+02   0.105854E+07  -0.797588E+03
   321   0.213819E+04   0.200803E+02   0.649334E+02   0.105446E+07  -0.795536E+03
   322   0.211656E+04   0.201992E+02   0.628810E+02   0.105040E+07  -0.793496E+03
   323   0.209548E+04   0.203142E+02   0.608067E+02   0.104637E+07  -0.791465E+03
   324   0.207494E+04   0.204251E+02   0.587124E+02   0.104236E+07  -0.789443E+03
   325   0.205494E+04   0.205320E+02   0.565981E+02   0.103837E+07  -0.787429E+03
   326   0.203548E+04   0.206349E+02   0.544657E+02   0.103440E+07  -0.785421E+03
   327   0.201658E+04   0.207335E+02   0.523154E+02   0.103046E+07  -0.783417E+03
   328   0.199822E+04   0.208279E+02   0.501490E+02   0.102653E+07  -0.781416E+03
   329   0.198042E+04   0.209179E+02   0.479690E+02   0.102263E+07  -0.779417E+03
   330   0.196318E+04   0.210035E+02   0.457748E+02   0.101875E+07  -0.777418E+03
   331   0.194649E+04   0.210846E+02   0.435683E+02   0.101489E+07  -0.775419E+03
   332   0.193036E+04   0.211613E+02   0.413503E+02   0.101105E+07  -0.773417E+03
   333   0.191479E+04   0.212333E+02   0.391235E+02   0.100723E+07  -0.771411E+03
   334   0.189978E+04   0.213007E+02   0.368881E+02   0.100343E+07  -0.769400E+03
   335   0.188534E+04   0.213632E+02   0.346458E+02   0.999647E+06  -0.767382E+03
   336   0.187147E+04   0.214210E+02   0.323975E+02   0.995887E+06  -0.765357E+03
   337   0.185816E+04   0.214740E+02   0.301459E+02   0.992147E+06  -0.763322E+03
   338   0.184542E+04   0.215220E+02   0.278912E+02   0.988426E+06  -0.761276E+03
   339   0.183325E+04   0.215650E+02   0.256358E+02   0.984725E+06  -0.759218E+03
   340   0.182165E+04   0.216030E+02   0.233808E+02   0.981044E+06  -0.757147E+03
   341   0.181062E+04   0.216358E+02   0.211271E+02   0.977381E+06  -0.755060E+03
   342   0.180016E+04   0.216634E+02   0.188758E+02   0.973737E+06  -0.752958E+03
   343   0.179027E+04   0.216857E+02   0.166293E+02   0.970112E+06  -0.750837E+03
   344   0.178095E+04   0.217027E+02   0.143879E+02   0.966506E+06  -0.748698E+03
   345   0.177218E+04   0.217141E+02   0.121534E+02   0.962918E+06  -0.746538E+03
   346   0.176398E+04   0.217201E+02   0.992672E+01   0.959348E+06  -0.744356E+03
   347   0.175634E+04   0.217205E+02   0.770964E+01   0.955796E+06  -0.742151E+03
   348   0.174925E+04   0.217151E+02   0.550316E+01   0.952262E+06  -0.739921E+03
   349   0.174273E+04   0.217040E+02   0.331051E+01   0.948746E+06  -0.737666E+03
   350   0.173677E+04   0.216872E+02   0.113195E+01   0.945247E+06  -0.735383E+03
   351   0.173137E+04   0.216647E+02  -0.103022E+01   0.941766E+06  -0.733071E+03
   352   0.172654E+04   0.216365E+02  -0.317510E+01   0.938301E+06  -0.730733E+03
   353   0.172226E+04   0.216026E+02  -0.530273E+01   0.934854E+06  -0.728370E+03
   354   0.171853E+04   0.215632E+02  -0.741093E+01   0.931424E+06  -0.725985E+03
   355   0.171535E+04   0.215183E+02  -0.950048E+01   0.928011E+06  -0.723579E+03
   356   0.171271E+04   0.214681E+02  -0.115707E+02   0.924615E+06  -0.721155E+03
   357   0.171060E+04   0.214125E+02  -0.136208E+02   0.921236E+06  -0.718714E+03
   358   0.170901E+04   0.213516E+02  -0.156501E+02   0.917873E+06  -0.716259E+03
   359   0.170794E+04   0.212855E+02  -0.176587E+02   0.914527E+06  -0.713793E+03
   360   0.170737E+04   0.212142E+02  -0.196451E+02   0.911198E+06  -0.711316E+03
   361   0.170731E+04   0.211379E+02  -0.216104E+02   0.907885E+06  -0.708831E+03
   362   0.170773E+04   0.210565E+02  -0.235528E+02   0.904588E+06  -0.706340E+03
   363   0.170865E+04   0.209702E+02  -0.254716E+02   0.901307E+06  -0.703846E+03
   364   0.171003E+04   0.208791E+02  -0.273664E+02   0.898043E+06  -0.701350E+03
   365   0.171190E+04   0.207832E+02  -0.292362E+02   0.894794E+06  -0.698854E+03
   366   0.171422E+04   0.206826E+02  -0.310804E+02   0.891562E+06  -0.696361E+03
   367   0.171700E+04   0.205775E+02  -0.328983E+02   0.888345E+06  -0.693873E+03
   368   0.172023E+04   0.204678E+02  -0.346889E+02   0.885145E+06  -0.691391E+03
   369   0.172389E+04   0.203538E+02  -0.364517E+02   0.881960E+06  -0.688918E+03
   370   0.172799E+04   0.202353E+02  -0.381860E+02   0.878790E+06  -0.686456E+03
   371   0.173250E+04   0.201128E+02  -0.398910E+02   0.875636E+06  -0.684006E+03
   372   0.173743E+04   0.199860E+02  -0.415659E+02   0.872497E+06  -0.681572E+03
   373   0.174275E+04   0.198552E+02  -0.432101E+02   0.869374E+06  -0.679155E+03
   374   0.174847E+04   0.197206E+02  -0.448227E+02   0.866266E+06  -0.676757E+03
   375   0.175456E+04   0.195821E+02  -0.464032E+02   0.863173E+06  -0.674381E+03
   376   0.176103E+04   0.194398E+02  -0.479507E+02   0.860095E+06  -0.672028E+03
   377   0.176786E+04   0.192938E+02  -0.494647E+02   0.857032E+06  -0.669700E+03
   378   0.177504E+04   0.191443E+02  -0.509443E+02   0.853984E+06  -0.667400E+03
   379   0.178256E+04   0.189912E+02  -0.523889E+02   0.850951E+06  -0.665130E+03
   380   0.179041E+04   0.188348E+02  -0.537976E+02   0.847932E+06  -0.662891E+03
   381   0.179858E+04   0.186751E+02  -0.551699E+02   0.844928E+06  -0.660686E+03
   382   0.180707E+04   0.185120E+02  -0.565050E+02   0.841939E+06  -0.658518E+03
   383   0.181586E+04   0.183460E+02  -0.578022E+02   0.838964E+06  -0.656387E+03
   384   0.182492E+04   0.181769E+02  -0.590605E+02   0.836003E+06  -0.654296E+03
   385   0.183427E+04   0.180051E+02  -0.602792E+02   0.833056E+06  -0.652248E+03
   386   0.184387E+04   0.178305E+02  -0.614575E+02   0.830124E+06  -0.650244E+03
   387   0.185374E+04   0.176534E+02  -0.625946E+02   0.827205E+06  -0.648286E+03
   388   0.186384E+04   0.174738E+02  -0.636896E+02   0.824301E+06  -0.646377E+03
   389   0.187416E+04   0.172920E+02  -0.647419E+02   0.821410E+06  -0.644518E+03
   390   0.188470E+04   0.171080E+02  -0.657505E+02   0.818533E+06  -0.642712E+03
   391   0.189545E+04   0.169219E+02  -0.667148E+02   0.815670E+06  -0.640961E+03
   392   0.190637E+04   0.167339E+02  -0.676339E+02   0.812820E+06  -0.639266E+03
   393   0.191748E+04   0.165440E+02  -0.685071E+02   0.809984E+06  -0.637631E+03
   394   0.192875E+04   0.163525E+02  -0.693338E+02   0.807161E+06  -0.636056E+03
   395   0.194016E+04   0.161593E+02  -0.701130E+02   0.804352E+06  -0.634545E+03
   396   0.195171E+04   0.159647E+02  -0.708442E+02   0.801556E+06  -0.633098E+03
   397   0.196337E+04   0.157687E+02  -0.715264E+02   0.798772E+06  -0.631719E+03
   398   0.197515E+04   0.155716E+02  -0.721590E+02   0.796002E+06  -0.630410E+03
   399   0.198702E+04   0.153734E+02  -0.727413E+02   0.793245E+06  -0.629172E+03
   400   0.199897E+04   0.151743E+02  -0.732725E+02   0.790501E+06  -0.628007E+03
   401   0.201100E+04   0.149744E+02  -0.737521E+02   0.787769E+06  -0.626917E+03
   402   0.202308E+04   0.147738E+02  -0.741803E+02   0.785050E+06  -0.625900E+03
   403   0.203523E+04   0.145727E+02  -0.745576E+02   0.782344E+06  -0.624950E+03
   404   0.204744E+04   0.143711E+02  -0.748844E+02   0.779650E+06  -0.624067E+03
   405   0.205969E+04   0.141692E+02  -0.751612E+02   0.776969E+06  -0.623245E+03
   406   0.207198E+04   0.139671E+02  -0.753886E+02   0.774300E+06  -0.622481E+03
   407   0.208431E+04   0.137649E+02  -0.755668E+02   0.771644E+06  -0.621772E+03
   408   0.209666E+04   0.135627E+02  -0.756964E+02   0.769000E+06  -0.621114E+03
   409   0.210902E+04   0.133606E+02  -0.757777E+02   0.766369E+06  -0.620504E+03
   410   0.212141E+04   0.131588E+02  -0.758114E+02   0.763750E+06  -0.619938E+03
   411   0.213379E+04   0.129574E+02  -0.757980E+02   0.761143E+06  -0.619414E+03
   412   0.214617E+04   0.127565E+02  -0.757379E+02   0.758548E+06  -0.618926E+03
   413   0.215855E+04   0.125562E+02  -0.756319E+02   0.755965E+06  -0.618473E+03
   414   0.217091E+04   0.123568E+02  -0.754804E+02   0.753395E+06  -0.618050E+03
   415   0.218324E+04   0.121582E+02  -0.752841E+02   0.750836E+06  -0.617654E+03
   416   0.219556E+04   0.119607E+02  -0.750436E+02   0.748290E+06  -0.617281E+03
   417   0.220782E+04   0.117644E+02  -0.747593E+02   0.745755E+06  -0.616929E+03
   418   0.222005E+04   0.115694E+02  -0.744319E+02   0.743232E+06  -0.616593E+03
   419   0.223223E+04   0.113759E+02  -0.740620E+02   0.740721E+06  -0.616270E+03
   420   0.224435E+04   0.111839E+02  -0.736500E+02   0.738222E+06  -0.615957E+03
   421   0.225641E+04   0.109936E+02  -0.731967E+02   0.735734E+06  -0.615649E+03
   422   0.226839E+04   0.108052E+02  -0.727024E+02   0.733258E+06  -0.615345E+03
   423   0.228030E+04   0.106186E+02  -0.721679E+02   0.730794E+06  -0.615039E+03
   424   0.229213E+04   0.104342E+02  -0.715936E+02   0.728342E+06  -0.614730E+03
   425   0.230385E+04   0.102520E+02  -0.709804E+02   0.725900E+06  -0.614412E+03
   426   0.231548E+04   0.100722E+02  -0.703290E+02   0.723471E+06  -0.614083E+03
   427   0.232698E+04   0.989511E+01  -0.696403E+02   0.721052E+06  -0.613740E+03
   428   0.233837E+04   0.972080E+01  -0.689149E+02   0.718645E+06  -0.613378E+03
   429   0.234962E+04   0.954942E+01  -0.681537E+02   0.716250E+06  -0.612994E+03
   430   0.236072E+04   0.938112E+01  -0.673575E+02   0.713865E+06  -0.612586E+03
   431   0.237167E+04   0.921624E+01  -0.665270E+02   0.711492E+06  -0.612148E+03
   432   0.238246E+04   0.905479E+01  -0.656631E+02   0.709130E+06  -0.611679E+03
   433   0.239309E+04   0.889694E+01  -0.647664E+02   0.706779E+06  -0.611174E+03
   434   0.240354E+04   0.874295E+01  -0.638378E+02   0.704439E+06  -0.610629E+03
   435   0.241381E+04   0.859283E+01  -0.628781E+02   0.702110E+06  -0.610043E+03
   436   0.242389E+04   0.844684E+01  -0.618879E+02   0.699791E+06  -0.609410E+03
   437   0.243378E+04   0.830506E+01  -0.608681E+02   0.697484E+06  -0.608728E+03
   438   0.244345E+04   0.816774E+01  -0.598196E+02   0.695188E+06  -0.607992E+03
   439   0.245292E+04   0.803499E+01  -0.587429E+02   0.692902E+06  -0.607200E+03
   440   0.246216E+04   0.790696E+01  -0.576393E+02   0.690627E+06  -0.606349E+03
   441   0.247117E+04   0.778392E+01  -0.565095E+02   0.688363E+06  -0.605433E+03
   442   0.247993E+04   0.766595E+01  -0.553544E+02   0.686110E+06  -0.604451E+03
   443   0.248843E+04   0.755330E+01  -0.541748E+02   0.683867E+06  -0.603399E+03
   444   0.249665E+04   0.744614E+01  -0.529718E+02   0.681634E+06  -0.602273E+03
   445   0.250460E+04   0.734457E+01  -0.517463E+02   0.679412E+06  -0.601069E+03
   446   0.251226E+04   0.724891E+01  -0.504991E+02   0.677200E+06  -0.599785E+03
   447   0.251962E+04   0.715926E+01  -0.492315E+02   0.674999E+06  -0.598416E+03
   448   0.252668E+04   0.707586E+01  -0.479446E+02   0.672808E+06  -0.596959E+03
   449   0.253343E+04   0.699888E+01  -0.466394E+02   0.670628E+06  -0.595412E+03
   450   0.253986E+04   0.692843E+01  -0.453170E+02   0.668457E+06  -0.593769E+03
   451   0.254596E+04   0.686478E+01  -0.439784E+02   0.666297E+06  -0.592029E+03
   452   0.255176E+04   0.680785E+01  -0.426245E+02   0.664146E+06  -0.590194E+03
   453   0.255722E+04   0.675769E+01  -0.412559E+02   0.662006E+06  -0.588265E+03
   454   0.256237E+04   0.671424E+01  -0.398733E+02   0.659876E+06  -0.586244E+03
   455   0.256719E+04   0.667748E+01  -0.384774E+02   0.657756E+06  -0.584135E+03
   456   0.257168E+04   0.664735E+01  -0.370689E+02   0.655646E+06  -0.581938E+03
   457   0.257586E+04   0.662382E+01  -0.356485E+02   0.653545E+06  -0.579658E+03
   458   0.257970E+04   0.660692E+01  -0.342169E+02   0.651455E+06  -0.577295E+03
   459   0.258321E+04   0.659661E+01  -0.327750E+02   0.649374E+06  -0.574852E+03
   460   0.258641E+04   0.659284E+01  -0.313237E+02   0.647303E+06  -0.572332E+03
   461   0.258928E+04   0.659559E+01  -0.298632E+02   0.645241E+06  -0.569737E+03
   462   0.259185E+04   0.660496E+01  -0.283966E+02   0.643189E+06  -0.567068E+03
   463   0.259410E+04   0.662090E+01  -0.269233E+02   0.641147E+06  -0.564329E+03
   464   0.259605E+04   0.664338E+01  -0.254450E+02   0.639114E+06  -0.561521E+03
   465   0.259770E+04   0.667242E+01  -0.239625E+02   0.637091E+06  -0.558648E+03
   466   0.259905E+04   0.670800E+01  -0.224775E+02   0.635077E+06  -0.555710E+03
   467   0.260012E+04   0.675013E+01  -0.209900E+02   0.633073E+06  -0.552711E+03
   468   0.260088E+04   0.679879E+01  -0.195018E+02   0.631077E+06  -0.549653E+03
   469   0.260135E+04   0.685393E+01  -0.180138E+02   0.629091E+06  -0.546538E+03
   470   0.260153E+04   0.691551E+01  -0.165267E+02   0.627115E+06  -0.543368E+03
   471   0.260140E+04   0.698357E+01  -0.150408E+02   0.625147E+06  -0.540146E+03
   472   0.260098E+04   0.705813E+01  -0.135584E+02   0.623189E+06  -0.536874E+03
   473   0.260026E+04   0.713908E+01  -0.120790E+02   0.621240E+06  -0.533554E+03
   474   0.259925E+04   0.722639E+01  -0.106056E+02   0.619300E+06  -0.530188E+03
   475   0.259794E+04   0.732016E+01  -0.913767E+01   0.617368E+06  -0.526780E+03
   476   0.259636E+04   0.742034E+01  -0.767681E+01   0.615446E+06  -0.523330E+03
   477   0.259449E+04   0.752684E+01  -0.622466E+01   0.613533E+06  -0.519842E+03
   478   0.259235E+04   0.763974E+01  -0.478211E+01   0.611628E+06  -0.516318E+03
   479   0.258995E+04   0.775901E+01  -0.335108E+01   0.609732E+06  -0.512759E+03
   480   0.258727E+04   0.788469E+01  -0.193188E+01   0.607845E+06  -0.509169E+03
   481   0.258434E+04   0.801659E+01  -0.526120E+00   0.605967E+06  -0.505550E+03
   482   0.258114E+04   0.815489E+01   0.865000E+00   0.604097E+06  -0.501903E+03
   483   0.257768E+04   0.829947E+01   0.224023E+01   0.602236E+06  -0.498231E+03
   484   0.257396E+04   0.845036E+01   0.359830E+01   0.600384E+06  -0.494537E+03
   485   0.256997E+04   0.860754E+01   0.493804E+01   0.598540E+06  -0.490823E+03
   486   0.256572E+04   0.877094E+01   0.625810E+01   0.596704E+06  -0.487091E+03
   487   0.256122E+04   0.894055E+01   0.755731E+01   0.594877E+06  -0.483343E+03
   488   0.255647E+04   0.911646E+01   0.883425E+01   0.593058E+06  -0.479581E+03
   489   0.255147E+04   0.929848E+01   0.100875E+02   0.591248E+06  -0.475809E+03
   490   0.254622E+04   0.948672E+01   0.113158E+02   0.589446E+06  -0.472028E+03
   491   0.254074E+04   0.968115E+01   0.125176E+02   0.587652E+06  -0.468240E+03
   492   0.253503E+04   0.988164E+01   0.136916E+02   0.585866E+06  -0.464448E+03
   493   0.252910E+04   0.100882E+02   0.148364E+02   0.584088E+06  -0.460654E+03
   494   0.252295E+04   0.103010E+02   0.159506E+02   0.582319E+06  -0.456860E+03
   495   0.251659E+04   0.105198E+02   0.170327E+02   0.580557E+06  -0.453070E+03
   496   0.251001E+04   0.107446E+02   0.180815E+02   0.578803E+06  -0.449284E+03
   497   0.250322E+04   0.109754E+02   0.190954E+02   0.577058E+06  -0.445505E+03
   498   0.249623E+04   0.112122E+02   0.200729E+02   0.575320E+06  -0.441736E+03
   499   0.248903E+04   0.114549E+02   0.210128E+02   0.573590E+06  -0.437978E+03
   500   0.248162E+04   0.117035E+02   0.219135E+02   0.571867E+06  -0.434235E+03
   501   0.247402E+04   0.119581E+02   0.227738E+02   0.570153E+06  -0.430508E+03
   502   0.246622E+04   0.122183E+02   0.235936E+02   0.568446E+06  -0.426797E+03
   503   0.245823E+04   0.124842E+02   0.243730E+02   0.566747E+06  -0.423102E+03
   504   0.245006E+04   0.127556E+02   0.251118E+02   0.565055E+06  -0.419424E+03
   505   0.244172E+04   0.130322E+02   0.258101E+02   0.563371E+06  -0.415761E+03
   506   0.243321E+04   0.133140E+02   0.264681E+02   0.561695E+06  -0.412114E+03
   507   0.242453E+04   0.136009E+02   0.270856E+02   0.560026E+06  -0.408482E+03
   508   0.241570E+04   0.138927E+02   0.276628E+02   0.558364E+06  -0.404866E+03
   509   0.240671E+04   0.141892E+02   0.281997E+02   0.556710E+06  -0.401265E+03
   510   0.239759E+04   0.144903E+02   0.286961E+02   0.555064E+06  -0.397679E+03
   511   0.238833E+04   0.147958E+02   0.291523E+02   0.553425E+06  -0.394109E+03
   512   0.237893E+04   0.151056E+02   0.295682E+02   0.551793E+06  -0.390553E+03
   513   0.236941E+04   0.154195E+02   0.299439E+02   0.550168E+06  -0.387012E+03
   514   0.235977E+04   0.157373E+02   0.302793E+02   0.548551E+06  -0.383486E+03
   515   0.235001E+04   0.160589E+02   0.305745E+02   0.546941E+06  -0.379974E+03
   516   0.234014E+04   0.163842E+02   0.308294E+02   0.545339E+06  -0.376476E+03
   517   0.233017E+04   0.167128E+02   0.310440E+02   0.543743E+06  -0.372993E+03
   518   0.232010E+04   0.170448E+02   0.312184E+02   0.542154E+06  -0.369524E+03
   519   0.230994E+04   0.173799E+02   0.313524E+02   0.540573E+06  -0.366068E+03
   520   0.229969E+04   0.177179E+02   0.314462E+02   0.538999E+06  -0.362627E+03
   521   0.228936E+04   0.180586E+02   0.314995E+02   0.537432E+06  -0.359199E+03
   522   0.227895E+04   0.184020E+02   0.315125E+02   0.535871E+06  -0.355784E+03
   523   0.226846E+04   0.187478E+02   0.314852E+02   0.534318E+06  -0.352383E+03
   524   0.225792E+04   0.190958E+02   0.314173E+02   0.532772E+06  -0.348996E+03
   525   0.224733E+04   0.194459E+02   0.313090E+02   0.531233E+06  -0.345621E+03
   526   0.223669E+04   0.197978E+02   0.311603E+02   0.529700E+06  -0.342259E+03
   527   0.222602E+04   0.201514E+02   0.309711E+02   0.528174E+06  -0.338910E+03
   528   0.221532E+04   0.205065E+02   0.307413E+02   0.526655E+06  -0.335574E+03
   529   0.220461E+04   0.208628E+02   0.304710E+02   0.525143E+06  -0.332250E+03
   530   0.219389E+04   0.212202E+02   0.301600E+02   0.523638E+06  -0.328939E+03
   531   0.218316E+04   0.215785E+02   0.298083E+02   0.522139E+06  -0.325640E+03
   532   0.217245E+04   0.219375E+02   0.294157E+02   0.520647E+06  -0.322353E+03
   533   0.216175E+04   0.222969E+02   0.289822E+02   0.519162E+06  -0.319078E+03
   534   0.215107E+04   0.226567E+02   0.285077E+02   0.517683E+06  -0.315815E+03
   535   0.214042E+04   0.230165E+02   0.279922E+02   0.516211E+06  -0.312564E+03
   536   0.212981E+04   0.233762E+02   0.274355E+02   0.514745E+06  -0.309324E+03
   537   0.211926E+04   0.237356E+02   0.268375E+02   0.513286E+06  -0.306095E+03
   538   0.210876E+04   0.240944E+02   0.261984E+02   0.511833E+06  -0.302878E+03
   539   0.209833E+04   0.244524E+02   0.255179E+02   0.510386E+06  -0.299672E+03
   540   0.208797E+04   0.248094E+02   0.247960E+02   0.508946E+06  -0.296478E+03
   541   0.207771E+04   0.251652E+02   0.240329E+02   0.507513E+06  -0.293294E+03
   542   0.206754E+04   0.255196E+02   0.232283E+02   0.506085E+06  -0.290120E+03
   543   0.205748E+04   0.258723E+02   0.223823E+02   0.504664E+06  -0.286958E+03
   544   0.204753E+04   0.262231E+02   0.214948E+02   0.503250E+06  -0.283805E+03
   545   0.203772E+04   0.265718E+02   0.205660E+02   0.501841E+06  -0.280664E+03
   546   0.202804E+04   0.269182E+02   0.195957E+02   0.500439E+06  -0.277532E+03
   547   0.201850E+04   0.272620E+02   0.185841E+02   0.499042E+06  -0.274410E+03
   548   0.200912E+04   0.276028E+02   0.175312E+02   0.497652E+06  -0.271299E+03
   549   0.199991E+04   0.279407E+02   0.164369E+02   0.496268E+06  -0.268197E+03
   550   0.199086E+04   0.282752E+02   0.153013E+02   0.494890E+06  -0.265104E+03
