#    L    TT             EE             BB             TE             PP             TP             EP          
  1352   0.554878E+03   0.171068E+02   0.000000E+00   0.131533E+02   0.243300E-08  -0.641356E-06   0.155078E-06
  1353   0.550920E+03   0.172593E+02   0.000000E+00   0.130745E+02   0.242986E-08  -0.650060E-06   0.156765E-06
  1354   0.546980E+03   0.174112E+02   0.000000E+00   0.129785E+02   0.242672E-08  -0.658744E-06   0.158421E-06
  1355   0.543070E+03   0.175623E+02   0.000000E+00   0.128658E+02   0.242358E-08  -0.667408E-06   0.160046E-06
  1356   0.539184E+03   0.177127E+02   0.000000E+00   0.127366E+02   0.242045E-08  -0.676050E-06   0.161640E-06
  1357   0.535325E+03   0.178623E+02   0.000000E+00   0.125915E+02   0.241733E-08  -0.684669E-06   0.163204E-06
  1358   0.531495E+03   0.180108E+02   0.000000E+00   0.124309E+02   0.241422E-08  -0.693264E-06   0.164737E-06
  1359   0.527688E+03   0.181583E+02   0.000000E+00   0.122550E+02   0.241111E-08  -0.701834E-06   0.166240E-06
  1360   0.523906E+03   0.183047E+02   0.000000E+00   0.120644E+02   0.240800E-08  -0.710379E-06   0.167712E-06
  1361   0.520152E+03   0.184499E+02   0.000000E+00   0.118595E+02   0.240490E-08  -0.718897E-06   0.169153E-06
  1362   0.516434E+03   0.185938E+02   0.000000E+00   0.116406E+02   0.240181E-08  -0.727387E-06   0.170564E-06
  1363   0.512741E+03   0.187364E+02   0.000000E+00   0.114081E+02   0.239872E-08  -0.735849E-06   0.171944E-06
  1364   0.509081E+03   0.188776E+02   0.000000E+00   0.111624E+02   0.239564E-08  -0.744281E-06   0.173294E-06
  1365   0.505457E+03   0.190173E+02   0.000000E+00   0.109038E+02   0.239257E-08  -0.752682E-06   0.174614E-06
  1366   0.501856E+03   0.191554E+02   0.000000E+00   0.106326E+02   0.238950E-08  -0.761052E-06   0.175903E-06
  1367   0.498294E+03   0.192919E+02   0.000000E+00   0.103493E+02   0.238643E-08  -0.769389E-06   0.177162E-06
  1368   0.494766E+03   0.194266E+02   0.000000E+00   0.100541E+02   0.238338E-08  -0.777693E-06   0.178391E-06
  1369   0.491268E+03   0.195597E+02   0.000000E+00   0.974737E+01   0.238032E-08  -0.785962E-06   0.179589E-06
  1370   0.487815E+03   0.196909E+02   0.000000E+00   0.942942E+01   0.237728E-08  -0.794195E-06   0.180758E-06
  1371   0.484387E+03   0.198202E+02   0.000000E+00   0.910055E+01   0.237424E-08  -0.802392E-06   0.181896E-06
  1372   0.481002E+03   0.199475E+02   0.000000E+00   0.876111E+01   0.237120E-08  -0.810551E-06   0.183004E-06
  1373   0.477655E+03   0.200728E+02   0.000000E+00   0.841136E+01   0.236817E-08  -0.818672E-06   0.184082E-06
  1374   0.474346E+03   0.201959E+02   0.000000E+00   0.805155E+01   0.236515E-08  -0.826753E-06   0.185130E-06
  1375   0.471070E+03   0.203169E+02   0.000000E+00   0.768202E+01   0.236213E-08  -0.834794E-06   0.186148E-06
  1376   0.467838E+03   0.204357E+02   0.000000E+00   0.730312E+01   0.235912E-08  -0.842793E-06   0.187137E-06
  1377   0.464652E+03   0.205520E+02   0.000000E+00   0.691502E+01   0.235612E-08  -0.850750E-06   0.188095E-06
  1378   0.461505E+03   0.206661E+02   0.000000E+00   0.651806E+01   0.235311E-08  -0.858663E-06   0.189024E-06
  1379   0.458399E+03   0.207776E+02   0.000000E+00   0.611251E+01   0.235012E-08  -0.866532E-06   0.189922E-06
  1380   0.455331E+03   0.208866E+02   0.000000E+00   0.569877E+01   0.234713E-08  -0.874356E-06   0.190792E-06
  1381   0.452315E+03   0.209928E+02   0.000000E+00   0.527696E+01   0.234415E-08  -0.882133E-06   0.191631E-06
  1382   0.449340E+03   0.210965E+02   0.000000E+00   0.484749E+01   0.234117E-08  -0.889863E-06   0.192441E-06
  1383   0.446408E+03   0.211972E+02   0.000000E+00   0.441062E+01   0.233820E-08  -0.897544E-06   0.193221E-06
  1384   0.443520E+03   0.212951E+02   0.000000E+00   0.396654E+01   0.233523E-08  -0.905176E-06   0.193971E-06
  1385   0.440687E+03   0.213901E+02   0.000000E+00   0.351543E+01   0.233227E-08  -0.912758E-06   0.194692E-06
  1386   0.437902E+03   0.214821E+02   0.000000E+00   0.305741E+01   0.232931E-08  -0.920288E-06   0.195384E-06
  1387   0.435160E+03   0.215710E+02   0.000000E+00   0.259282E+01   0.232636E-08  -0.927766E-06   0.196046E-06
  1388   0.432471E+03   0.216568E+02   0.000000E+00   0.212169E+01   0.232342E-08  -0.935191E-06   0.196679E-06
  1389   0.429829E+03   0.217394E+02   0.000000E+00   0.164428E+01   0.232048E-08  -0.942561E-06   0.197282E-06
  1390   0.427245E+03   0.218187E+02   0.000000E+00   0.116079E+01   0.231755E-08  -0.949877E-06   0.197856E-06
  1391   0.424712E+03   0.218947E+02   0.000000E+00   0.671323E+00   0.231462E-08  -0.957136E-06   0.198401E-06
  1392   0.422232E+03   0.219673E+02   0.000000E+00   0.176220E+00   0.231170E-08  -0.964337E-06   0.198916E-06
  1393   0.419815E+03   0.220363E+02   0.000000E+00  -0.324408E+00   0.230878E-08  -0.971481E-06   0.199402E-06
  1394   0.417448E+03   0.221017E+02   0.000000E+00  -0.830298E+00   0.230587E-08  -0.978565E-06   0.199860E-06
  1395   0.415134E+03   0.221635E+02   0.000000E+00  -0.134134E+01   0.230296E-08  -0.985589E-06   0.200288E-06
  1396   0.412881E+03   0.222215E+02   0.000000E+00  -0.185719E+01   0.230006E-08  -0.992552E-06   0.200687E-06
  1397   0.410692E+03   0.222756E+02   0.000000E+00  -0.237782E+01   0.229717E-08  -0.999453E-06   0.201056E-06
  1398   0.408554E+03   0.223258E+02   0.000000E+00  -0.290288E+01   0.229428E-08  -0.100629E-05   0.201397E-06
  1399   0.406484E+03   0.223721E+02   0.000000E+00  -0.343242E+01   0.229139E-08  -0.101306E-05   0.201709E-06
  1400   0.404468E+03   0.224142E+02   0.000000E+00  -0.396625E+01   0.228851E-08  -0.101977E-05   0.201993E-06
  1401   0.402524E+03   0.224521E+02   0.000000E+00  -0.450421E+01   0.228564E-08  -0.102641E-05   0.202247E-06
  1402   0.400637E+03   0.224860E+02   0.000000E+00  -0.504585E+01   0.228277E-08  -0.103299E-05   0.202473E-06
  1403   0.398814E+03   0.225157E+02   0.000000E+00  -0.559098E+01   0.227991E-08  -0.103950E-05   0.202670E-06
  1404   0.397054E+03   0.225414E+02   0.000000E+00  -0.613919E+01   0.227705E-08  -0.104594E-05   0.202838E-06
  1405   0.395351E+03   0.225632E+02   0.000000E+00  -0.669005E+01   0.227420E-08  -0.105231E-05   0.202979E-06
  1406   0.393703E+03   0.225811E+02   0.000000E+00  -0.724322E+01   0.227135E-08  -0.105861E-05   0.203092E-06
  1407   0.392111E+03   0.225951E+02   0.000000E+00  -0.779845E+01   0.226851E-08  -0.106483E-05   0.203177E-06
  1408   0.390582E+03   0.226053E+02   0.000000E+00  -0.835522E+01   0.226568E-08  -0.107099E-05   0.203234E-06
  1409   0.389101E+03   0.226117E+02   0.000000E+00  -0.891329E+01   0.226284E-08  -0.107708E-05   0.203263E-06
  1410   0.387682E+03   0.226143E+02   0.000000E+00  -0.947230E+01   0.226002E-08  -0.108309E-05   0.203266E-06
  1411   0.386310E+03   0.226133E+02   0.000000E+00  -0.100318E+02   0.225720E-08  -0.108902E-05   0.203241E-06
  1412   0.384993E+03   0.226087E+02   0.000000E+00  -0.105917E+02   0.225438E-08  -0.109489E-05   0.203189E-06
  1413   0.383722E+03   0.226005E+02   0.000000E+00  -0.111515E+02   0.225157E-08  -0.110067E-05   0.203111E-06
  1414   0.382506E+03   0.225887E+02   0.000000E+00  -0.117110E+02   0.224877E-08  -0.110638E-05   0.203006E-06
  1415   0.381336E+03   0.225734E+02   0.000000E+00  -0.122698E+02   0.224597E-08  -0.111201E-05   0.202874E-06
  1416   0.380219E+03   0.225547E+02   0.000000E+00  -0.128278E+02   0.224317E-08  -0.111757E-05   0.202717E-06
  1417   0.379149E+03   0.225326E+02   0.000000E+00  -0.133845E+02   0.224038E-08  -0.112304E-05   0.202533E-06
  1418   0.378132E+03   0.225071E+02   0.000000E+00  -0.139398E+02   0.223760E-08  -0.112844E-05   0.202323E-06
  1419   0.377160E+03   0.224783E+02   0.000000E+00  -0.144932E+02   0.223482E-08  -0.113375E-05   0.202087E-06
  1420   0.376233E+03   0.224462E+02   0.000000E+00  -0.150446E+02   0.223205E-08  -0.113899E-05   0.201826E-06
  1421   0.375351E+03   0.224108E+02   0.000000E+00  -0.155936E+02   0.222928E-08  -0.114414E-05   0.201540E-06
  1422   0.374515E+03   0.223723E+02   0.000000E+00  -0.161399E+02   0.222651E-08  -0.114921E-05   0.201228E-06
  1423   0.373730E+03   0.223304E+02   0.000000E+00  -0.166831E+02   0.222376E-08  -0.115419E-05   0.200891E-06
  1424   0.372982E+03   0.222855E+02   0.000000E+00  -0.172230E+02   0.222100E-08  -0.115909E-05   0.200530E-06
  1425   0.372278E+03   0.222375E+02   0.000000E+00  -0.177592E+02   0.221826E-08  -0.116390E-05   0.200143E-06
  1426   0.371618E+03   0.221863E+02   0.000000E+00  -0.182916E+02   0.221551E-08  -0.116863E-05   0.199732E-06
  1427   0.370994E+03   0.221320E+02   0.000000E+00  -0.188198E+02   0.221277E-08  -0.117327E-05   0.199297E-06
  1428   0.370414E+03   0.220747E+02   0.000000E+00  -0.193434E+02   0.221004E-08  -0.117783E-05   0.198837E-06
  1429   0.369877E+03   0.220143E+02   0.000000E+00  -0.198623E+02   0.220731E-08  -0.118229E-05   0.198354E-06
  1430   0.369382E+03   0.219509E+02   0.000000E+00  -0.203761E+02   0.220459E-08  -0.118667E-05   0.197847E-06
  1431   0.368923E+03   0.218845E+02   0.000000E+00  -0.208846E+02   0.220187E-08  -0.119095E-05   0.197316E-06
  1432   0.368507E+03   0.218152E+02   0.000000E+00  -0.213874E+02   0.219916E-08  -0.119514E-05   0.196761E-06
  1433   0.368125E+03   0.217429E+02   0.000000E+00  -0.218844E+02   0.219645E-08  -0.119925E-05   0.196183E-06
  1434   0.367786E+03   0.216677E+02   0.000000E+00  -0.223751E+02   0.219375E-08  -0.120325E-05   0.195582E-06
  1435   0.367481E+03   0.215896E+02   0.000000E+00  -0.228595E+02   0.219105E-08  -0.120717E-05   0.194958E-06
  1436   0.367217E+03   0.215085E+02   0.000000E+00  -0.233370E+02   0.218836E-08  -0.121099E-05   0.194312E-06
  1437   0.366988E+03   0.214245E+02   0.000000E+00  -0.238076E+02   0.218567E-08  -0.121472E-05   0.193642E-06
  1438   0.366792E+03   0.213377E+02   0.000000E+00  -0.242709E+02   0.218299E-08  -0.121835E-05   0.192950E-06
  1439   0.366637E+03   0.212481E+02   0.000000E+00  -0.247267E+02   0.218031E-08  -0.122188E-05   0.192236E-06
  1440   0.366523E+03   0.211555E+02   0.000000E+00  -0.251745E+02   0.217764E-08  -0.122532E-05   0.191500E-06
  1441   0.366441E+03   0.210601E+02   0.000000E+00  -0.256143E+02   0.217497E-08  -0.122866E-05   0.190742E-06
  1442   0.366393E+03   0.209618E+02   0.000000E+00  -0.260456E+02   0.217230E-08  -0.123189E-05   0.189962E-06
  1443   0.366377E+03   0.208607E+02   0.000000E+00  -0.264683E+02   0.216965E-08  -0.123503E-05   0.189160E-06
  1444   0.366401E+03   0.207567E+02   0.000000E+00  -0.268820E+02   0.216699E-08  -0.123807E-05   0.188337E-06
  1445   0.366457E+03   0.206499E+02   0.000000E+00  -0.272864E+02   0.216434E-08  -0.124101E-05   0.187493E-06
  1446   0.366545E+03   0.205402E+02   0.000000E+00  -0.276813E+02   0.216170E-08  -0.124384E-05   0.186627E-06
  1447   0.366672E+03   0.204277E+02   0.000000E+00  -0.280664E+02   0.215906E-08  -0.124657E-05   0.185741E-06
  1448   0.366830E+03   0.203123E+02   0.000000E+00  -0.284414E+02   0.215643E-08  -0.124920E-05   0.184834E-06
  1449   0.367020E+03   0.201941E+02   0.000000E+00  -0.288061E+02   0.215380E-08  -0.125172E-05   0.183906E-06
  1450   0.367248E+03   0.200730E+02   0.000000E+00  -0.291601E+02   0.215117E-08  -0.125414E-05   0.182958E-06
  1451   0.367514E+03   0.199490E+02   0.000000E+00  -0.295034E+02   0.214855E-08  -0.125645E-05   0.181990E-06
  1452   0.367809E+03   0.198223E+02   0.000000E+00  -0.298359E+02   0.214594E-08  -0.125865E-05   0.181002E-06
  1453   0.368131E+03   0.196929E+02   0.000000E+00  -0.301577E+02   0.214333E-08  -0.126075E-05   0.179994E-06
  1454   0.368486E+03   0.195611E+02   0.000000E+00  -0.304689E+02   0.214072E-08  -0.126275E-05   0.178967E-06
  1455   0.368873E+03   0.194267E+02   0.000000E+00  -0.307695E+02   0.213812E-08  -0.126463E-05   0.177920E-06
  1456   0.369290E+03   0.192901E+02   0.000000E+00  -0.310595E+02   0.213552E-08  -0.126642E-05   0.176854E-06
  1457   0.369735E+03   0.191512E+02   0.000000E+00  -0.313389E+02   0.213293E-08  -0.126810E-05   0.175770E-06
  1458   0.370198E+03   0.190102E+02   0.000000E+00  -0.316080E+02   0.213035E-08  -0.126967E-05   0.174667E-06
  1459   0.370686E+03   0.188672E+02   0.000000E+00  -0.318665E+02   0.212777E-08  -0.127115E-05   0.173546E-06
  1460   0.371198E+03   0.187223E+02   0.000000E+00  -0.321148E+02   0.212519E-08  -0.127251E-05   0.172407E-06
  1461   0.371730E+03   0.185755E+02   0.000000E+00  -0.323526E+02   0.212262E-08  -0.127378E-05   0.171251E-06
  1462   0.372282E+03   0.184270E+02   0.000000E+00  -0.325802E+02   0.212005E-08  -0.127494E-05   0.170076E-06
  1463   0.372852E+03   0.182769E+02   0.000000E+00  -0.327976E+02   0.211749E-08  -0.127601E-05   0.168885E-06
  1464   0.373439E+03   0.181252E+02   0.000000E+00  -0.330047E+02   0.211493E-08  -0.127697E-05   0.167676E-06
  1465   0.374039E+03   0.179722E+02   0.000000E+00  -0.332016E+02   0.211237E-08  -0.127782E-05   0.166451E-06
  1466   0.374660E+03   0.178178E+02   0.000000E+00  -0.333885E+02   0.210982E-08  -0.127858E-05   0.165209E-06
  1467   0.375293E+03   0.176621E+02   0.000000E+00  -0.335652E+02   0.210728E-08  -0.127924E-05   0.163952E-06
  1468   0.375942E+03   0.175053E+02   0.000000E+00  -0.337319E+02   0.210474E-08  -0.127979E-05   0.162678E-06
  1469   0.376599E+03   0.173473E+02   0.000000E+00  -0.338886E+02   0.210220E-08  -0.128025E-05   0.161388E-06
  1470   0.377261E+03   0.171884E+02   0.000000E+00  -0.340352E+02   0.209967E-08  -0.128061E-05   0.160083E-06
  1471   0.377944E+03   0.170286E+02   0.000000E+00  -0.341719E+02   0.209715E-08  -0.128086E-05   0.158762E-06
  1472   0.378629E+03   0.168680E+02   0.000000E+00  -0.342986E+02   0.209463E-08  -0.128102E-05   0.157427E-06
  1473   0.379314E+03   0.167066E+02   0.000000E+00  -0.344153E+02   0.209211E-08  -0.128108E-05   0.156077E-06
  1474   0.380015E+03   0.165447E+02   0.000000E+00  -0.345221E+02   0.208960E-08  -0.128104E-05   0.154712E-06
  1475   0.380712E+03   0.163820E+02   0.000000E+00  -0.346190E+02   0.208709E-08  -0.128091E-05   0.153333E-06
  1476   0.381421E+03   0.162190E+02   0.000000E+00  -0.347060E+02   0.208459E-08  -0.128067E-05   0.151940E-06
  1477   0.382131E+03   0.160555E+02   0.000000E+00  -0.347831E+02   0.208209E-08  -0.128034E-05   0.150533E-06
  1478   0.382841E+03   0.158916E+02   0.000000E+00  -0.348502E+02   0.207960E-08  -0.127991E-05   0.149113E-06
  1479   0.383557E+03   0.157276E+02   0.000000E+00  -0.349075E+02   0.207711E-08  -0.127939E-05   0.147679E-06
  1480   0.384270E+03   0.155632E+02   0.000000E+00  -0.349548E+02   0.207462E-08  -0.127877E-05   0.146233E-06
  1481   0.384985E+03   0.153989E+02   0.000000E+00  -0.349922E+02   0.207214E-08  -0.127805E-05   0.144773E-06
  1482   0.385693E+03   0.152345E+02   0.000000E+00  -0.350196E+02   0.206966E-08  -0.127724E-05   0.143302E-06
  1483   0.386400E+03   0.150701E+02   0.000000E+00  -0.350371E+02   0.206719E-08  -0.127634E-05   0.141817E-06
  1484   0.387112E+03   0.149057E+02   0.000000E+00  -0.350445E+02   0.206473E-08  -0.127533E-05   0.140321E-06
  1485   0.387812E+03   0.147416E+02   0.000000E+00  -0.350420E+02   0.206226E-08  -0.127424E-05   0.138813E-06
  1486   0.388513E+03   0.145777E+02   0.000000E+00  -0.350294E+02   0.205980E-08  -0.127305E-05   0.137294E-06
  1487   0.389200E+03   0.144141E+02   0.000000E+00  -0.350067E+02   0.205735E-08  -0.127176E-05   0.135763E-06
  1488   0.389884E+03   0.142509E+02   0.000000E+00  -0.349738E+02   0.205490E-08  -0.127039E-05   0.134221E-06
  1489   0.390564E+03   0.140881E+02   0.000000E+00  -0.349308E+02   0.205246E-08  -0.126892E-05   0.132669E-06
  1490   0.391228E+03   0.139258E+02   0.000000E+00  -0.348776E+02   0.205002E-08  -0.126736E-05   0.131106E-06
  1491   0.391885E+03   0.137640E+02   0.000000E+00  -0.348141E+02   0.204758E-08  -0.126570E-05   0.129532E-06
  1492   0.392531E+03   0.136029E+02   0.000000E+00  -0.347403E+02   0.204515E-08  -0.126395E-05   0.127949E-06
  1493   0.393167E+03   0.134425E+02   0.000000E+00  -0.346561E+02   0.204272E-08  -0.126212E-05   0.126356E-06
  1494   0.393789E+03   0.132827E+02   0.000000E+00  -0.345615E+02   0.204030E-08  -0.126019E-05   0.124753E-06
  1495   0.394398E+03   0.131238E+02   0.000000E+00  -0.344564E+02   0.203788E-08  -0.125817E-05   0.123141E-06
  1496   0.394993E+03   0.129658E+02   0.000000E+00  -0.343408E+02   0.203547E-08  -0.125606E-05   0.121520E-06
  1497   0.395574E+03   0.128086E+02   0.000000E+00  -0.342144E+02   0.203306E-08  -0.125386E-05   0.119890E-06
  1498   0.396139E+03   0.126525E+02   0.000000E+00  -0.340773E+02   0.203065E-08  -0.125157E-05   0.118252E-06
  1499   0.396688E+03   0.124973E+02   0.000000E+00  -0.339293E+02   0.202825E-08  -0.124919E-05   0.116605E-06
  1500   0.397220E+03   0.123433E+02   0.000000E+00  -0.337705E+02   0.202585E-08  -0.124672E-05   0.114950E-06
  1501   0.397733E+03   0.121903E+02   0.000000E+00  -0.336006E+02   0.202346E-08  -0.124416E-05   0.113288E-06
  1502   0.398230E+03   0.120385E+02   0.000000E+00  -0.334201E+02   0.202107E-08  -0.124152E-05   0.111617E-06
  1503   0.398708E+03   0.118880E+02   0.000000E+00  -0.332292E+02   0.201869E-08  -0.123879E-05   0.109940E-06
  1504   0.399166E+03   0.117387E+02   0.000000E+00  -0.330283E+02   0.201631E-08  -0.123597E-05   0.108256E-06
  1505   0.399607E+03   0.115908E+02   0.000000E+00  -0.328177E+02   0.201393E-08  -0.123307E-05   0.106565E-06
  1506   0.400027E+03   0.114442E+02   0.000000E+00  -0.325978E+02   0.201156E-08  -0.123009E-05   0.104868E-06
  1507   0.400427E+03   0.112990E+02   0.000000E+00  -0.323689E+02   0.200919E-08  -0.122703E-05   0.103164E-06
  1508   0.400807E+03   0.111553E+02   0.000000E+00  -0.321313E+02   0.200683E-08  -0.122390E-05   0.101455E-06
  1509   0.401166E+03   0.110130E+02   0.000000E+00  -0.318852E+02   0.200447E-08  -0.122068E-05   0.997404E-07
  1510   0.401504E+03   0.108723E+02   0.000000E+00  -0.316311E+02   0.200212E-08  -0.121739E-05   0.980204E-07
  1511   0.401821E+03   0.107331E+02   0.000000E+00  -0.313693E+02   0.199977E-08  -0.121402E-05   0.962956E-07
  1512   0.402118E+03   0.105956E+02   0.000000E+00  -0.310998E+02   0.199742E-08  -0.121058E-05   0.945661E-07
  1513   0.402393E+03   0.104597E+02   0.000000E+00  -0.308231E+02   0.199508E-08  -0.120707E-05   0.928322E-07
  1514   0.402646E+03   0.103254E+02   0.000000E+00  -0.305394E+02   0.199274E-08  -0.120349E-05   0.910943E-07
  1515   0.402880E+03   0.101930E+02   0.000000E+00  -0.302489E+02   0.199041E-08  -0.119984E-05   0.893525E-07
  1516   0.403091E+03   0.100623E+02   0.000000E+00  -0.299521E+02   0.198808E-08  -0.119612E-05   0.876072E-07
  1517   0.403281E+03   0.993350E+01   0.000000E+00  -0.296490E+02   0.198576E-08  -0.119234E-05   0.858588E-07
  1518   0.403449E+03   0.980648E+01   0.000000E+00  -0.293401E+02   0.198343E-08  -0.118849E-05   0.841073E-07
  1519   0.403595E+03   0.968140E+01   0.000000E+00  -0.290254E+02   0.198112E-08  -0.118458E-05   0.823533E-07
  1520   0.403718E+03   0.955821E+01   0.000000E+00  -0.287054E+02   0.197880E-08  -0.118061E-05   0.805969E-07
  1521   0.403818E+03   0.943701E+01   0.000000E+00  -0.283801E+02   0.197650E-08  -0.117658E-05   0.788384E-07
  1522   0.403895E+03   0.931790E+01   0.000000E+00  -0.280500E+02   0.197419E-08  -0.117249E-05   0.770781E-07
  1523   0.403948E+03   0.920077E+01   0.000000E+00  -0.277152E+02   0.197189E-08  -0.116834E-05   0.753163E-07
  1524   0.403977E+03   0.908571E+01   0.000000E+00  -0.273761E+02   0.196959E-08  -0.116413E-05   0.735533E-07
  1525   0.403982E+03   0.897276E+01   0.000000E+00  -0.270327E+02   0.196730E-08  -0.115987E-05   0.717894E-07
  1526   0.403963E+03   0.886202E+01   0.000000E+00  -0.266854E+02   0.196501E-08  -0.115556E-05   0.700248E-07
  1527   0.403919E+03   0.875351E+01   0.000000E+00  -0.263343E+02   0.196273E-08  -0.115119E-05   0.682599E-07
  1528   0.403849E+03   0.864718E+01   0.000000E+00  -0.259796E+02   0.196045E-08  -0.114678E-05   0.664949E-07
  1529   0.403755E+03   0.854315E+01   0.000000E+00  -0.256215E+02   0.195817E-08  -0.114232E-05   0.647301E-07
  1530   0.403635E+03   0.844144E+01   0.000000E+00  -0.252604E+02   0.195590E-08  -0.113781E-05   0.629659E-07
  1531   0.403490E+03   0.834208E+01   0.000000E+00  -0.248964E+02   0.195363E-08  -0.113325E-05   0.612024E-07
  1532   0.403317E+03   0.824516E+01   0.000000E+00  -0.245296E+02   0.195137E-08  -0.112865E-05   0.594400E-07
  1533   0.403118E+03   0.815058E+01   0.000000E+00  -0.241604E+02   0.194911E-08  -0.112400E-05   0.576790E-07
  1534   0.402892E+03   0.805850E+01   0.000000E+00  -0.237887E+02   0.194685E-08  -0.111931E-05   0.559196E-07
  1535   0.402638E+03   0.796895E+01   0.000000E+00  -0.234150E+02   0.194460E-08  -0.111459E-05   0.541621E-07
  1536   0.402357E+03   0.788190E+01   0.000000E+00  -0.230393E+02   0.194235E-08  -0.110982E-05   0.524069E-07
  1537   0.402046E+03   0.779736E+01   0.000000E+00  -0.226619E+02   0.194011E-08  -0.110502E-05   0.506542E-07
  1538   0.401707E+03   0.771551E+01   0.000000E+00  -0.222829E+02   0.193787E-08  -0.110018E-05   0.489043E-07
  1539   0.401340E+03   0.763623E+01   0.000000E+00  -0.219025E+02   0.193563E-08  -0.109530E-05   0.471574E-07
  1540   0.400942E+03   0.755971E+01   0.000000E+00  -0.215207E+02   0.193340E-08  -0.109039E-05   0.454140E-07
  1541   0.400515E+03   0.748588E+01   0.000000E+00  -0.211378E+02   0.193117E-08  -0.108546E-05   0.436741E-07
  1542   0.400059E+03   0.741487E+01   0.000000E+00  -0.207539E+02   0.192895E-08  -0.108049E-05   0.419383E-07
  1543   0.399571E+03   0.734661E+01   0.000000E+00  -0.203692E+02   0.192673E-08  -0.107549E-05   0.402066E-07
  1544   0.399054E+03   0.728129E+01   0.000000E+00  -0.199838E+02   0.192451E-08  -0.107046E-05   0.384795E-07
  1545   0.398504E+03   0.721878E+01   0.000000E+00  -0.195977E+02   0.192230E-08  -0.106541E-05   0.367572E-07
  1546   0.397923E+03   0.715920E+01   0.000000E+00  -0.192113E+02   0.192009E-08  -0.106033E-05   0.350399E-07
  1547   0.397311E+03   0.710263E+01   0.000000E+00  -0.188245E+02   0.191788E-08  -0.105523E-05   0.333281E-07
  1548   0.396665E+03   0.704911E+01   0.000000E+00  -0.184376E+02   0.191568E-08  -0.105011E-05   0.316219E-07
  1549   0.395987E+03   0.699860E+01   0.000000E+00  -0.180506E+02   0.191348E-08  -0.104496E-05   0.299216E-07
  1550   0.395274E+03   0.695119E+01   0.000000E+00  -0.176637E+02   0.191129E-08  -0.103980E-05   0.282276E-07
  1551   0.394528E+03   0.690689E+01   0.000000E+00  -0.172770E+02   0.190910E-08  -0.103462E-05   0.265400E-07
  1552   0.393748E+03   0.686566E+01   0.000000E+00  -0.168908E+02   0.190691E-08  -0.102942E-05   0.248591E-07
  1553   0.392936E+03   0.682750E+01   0.000000E+00  -0.165052E+02   0.190473E-08  -0.102421E-05   0.231850E-07
  1554   0.392092E+03   0.679234E+01   0.000000E+00  -0.161206E+02   0.190255E-08  -0.101898E-05   0.215177E-07
  1555   0.391217E+03   0.676003E+01   0.000000E+00  -0.157369E+02   0.190038E-08  -0.101373E-05   0.198574E-07
  1556   0.390311E+03   0.673065E+01   0.000000E+00  -0.153547E+02   0.189821E-08  -0.100846E-05   0.182042E-07
  1557   0.389377E+03   0.670414E+01   0.000000E+00  -0.149738E+02   0.189604E-08  -0.100318E-05   0.165582E-07
  1558   0.388415E+03   0.668034E+01   0.000000E+00  -0.145947E+02   0.189387E-08  -0.997885E-06   0.149195E-07
  1559   0.387425E+03   0.665934E+01   0.000000E+00  -0.142175E+02   0.189171E-08  -0.992571E-06   0.132883E-07
  1560   0.386408E+03   0.664100E+01   0.000000E+00  -0.138424E+02   0.188956E-08  -0.987242E-06   0.116646E-07
  1561   0.385364E+03   0.662531E+01   0.000000E+00  -0.134695E+02   0.188741E-08  -0.981897E-06   0.100485E-07
  1562   0.384296E+03   0.661221E+01   0.000000E+00  -0.130991E+02   0.188526E-08  -0.976536E-06   0.844030E-08
  1563   0.383203E+03   0.660171E+01   0.000000E+00  -0.127313E+02   0.188311E-08  -0.971161E-06   0.683995E-08
  1564   0.382086E+03   0.659372E+01   0.000000E+00  -0.123664E+02   0.188097E-08  -0.965771E-06   0.524761E-08
  1565   0.380946E+03   0.658819E+01   0.000000E+00  -0.120045E+02   0.187883E-08  -0.960365E-06   0.366340E-08
  1566   0.379784E+03   0.658505E+01   0.000000E+00  -0.116458E+02   0.187670E-08  -0.954946E-06   0.208743E-08
  1567   0.378600E+03   0.658436E+01   0.000000E+00  -0.112904E+02   0.187457E-08  -0.949512E-06   0.519819E-09
  1568   0.377394E+03   0.658599E+01   0.000000E+00  -0.109386E+02   0.187244E-08  -0.944063E-06  -0.103933E-08
  1569   0.376169E+03   0.658987E+01   0.000000E+00  -0.105906E+02   0.187032E-08  -0.938601E-06  -0.258989E-08
  1570   0.374922E+03   0.659608E+01   0.000000E+00  -0.102464E+02   0.186820E-08  -0.933125E-06  -0.413175E-08
  1571   0.373658E+03   0.660439E+01   0.000000E+00  -0.990627E+01   0.186609E-08  -0.927636E-06  -0.566480E-08
  1572   0.372374E+03   0.661497E+01   0.000000E+00  -0.957045E+01   0.186398E-08  -0.922133E-06  -0.718891E-08
  1573   0.371071E+03   0.662766E+01   0.000000E+00  -0.923903E+01   0.186187E-08  -0.916617E-06  -0.870399E-08
  1574   0.369752E+03   0.664240E+01   0.000000E+00  -0.891214E+01   0.185976E-08  -0.911088E-06  -0.102099E-07
  1575   0.368415E+03   0.665927E+01   0.000000E+00  -0.858994E+01   0.185766E-08  -0.905547E-06  -0.117066E-07
  1576   0.367061E+03   0.667819E+01   0.000000E+00  -0.827256E+01   0.185556E-08  -0.899993E-06  -0.131938E-07
